scheme,seed,channel,abs_mae_pair,rho_pair_measured,predicted_mae_delta,required_rho_for_1kcal,gap_actual_minus_required
kfold_random,45,elst_dft,3.238729695653974,0.1823803279078937,4.141573443461529,0.9523326950978669,-0.7699523671899732
kfold_random,45,pauli_dft,4.795243646873934,0.26376421812804507,5.818809468513889,0.9782555389889608,-0.7144913208609157
kfold_random,45,oi_dft,2.8100742936480048,0.1943061786176295,3.5671207966786858,0.9366809485660195,-0.74237476994839
kfold_random,45,disp_dft,0.7767687571821529,0.13227218389898399,1.0232894741318532,0.17132067084020908,-0.03904848694122509
kfold_random,45,cpcm_dft,1.8532728758656023,0.21162177707132507,2.3271355310230115,0.8544235028340681,-0.642801725762743
kfold_random,45,cds_dft,0.2320457354122563,0.18192256431709675,0.29681496667070295,-8.285874756253204,8.4677973205703
kfold_random,45,interaction_own_dft,1.619340207342232,0.07755748069239841,2.199493858976515,0.8093249777593556,-0.7317674970669572
kfold_random,46,d1_own_dft,1.184295418011602,0.07771142923050664,1.6084533154475587,0.6435079031691537,-0.5657964739386471
kfold_random,46,d2_own_dft,1.2061605867023861,0.08720036160271662,1.6297007318980026,0.6563156645451523,-0.5691153029424357
kfold_random,46,elst_dft,3.0494898762427014,0.23240166396429082,3.778411079494407,0.9462330238472483,-0.7138313598829574
kfold_random,46,pauli_dft,4.882762719678931,0.2313163834076512,6.054167470730562,0.9790280523837588,-0.7477116689761076
kfold_random,46,oi_dft,2.7236170612602892,0.17445973131586445,3.4996948227487867,0.9325972039994487,-0.7581374726835842
kfold_random,46,disp_dft,0.7921726069964468,0.1074175261188203,1.0584223353667743,0.2032347893422598,-0.0958172632234395
kfold_random,46,cpcm_dft,1.8690377725160414,0.19795695034698335,2.367183451239445,0.8568689531920466,-0.6589120028450632
kfold_random,46,cds_dft,0.22326880925167003,0.16397773507613367,0.2887034514296641,-9.030299290446973,9.194277025523107
kfold_random,46,interaction_own_dft,1.625143569319886,0.09958634124054372,2.1808599081532556,0.8106843412614064,-0.7110980000208627
groupkfold_component,42,d1_own_dft,1.254560799161453,0.10638008906866947,1.6771933408345352,0.682322410995281,-0.5759423219266115
groupkfold_component,42,d2_own_dft,1.4323979172920807,0.31325877390144213,1.6787083029443777,0.7563072310793791,-0.443048457177937
groupkfold_component,42,elst_dft,3.661856977205259,0.33441147850309527,4.224927759669075,0.9627121580925407,-0.6283006795894455
groupkfold_component,42,pauli_dft,5.834699784561919,0.37000201798735377,6.549423775120913,0.9853130040767055,-0.6153109860893518
groupkfold_component,42,oi_dft,3.1672932525622612,0.30208763440839737,3.741999455943078,0.9501582304117004,-0.6480705960033031
groupkfold_component,42,disp_dft,0.904809253691858,0.2761481511005467,1.0886715541786318,0.3892606012568556,-0.11311245015630889
groupkfold_component,42,cpcm_dft,2.048979828198921,0.3062472101841975,2.4135430629631642,0.8809046956565989,-0.5746574854724014
groupkfold_component,42,cds_dft,0.26486649911544125,0.23023128435914297,0.3286413133758941,-6.127150699402129,6.357381983761273
groupkfold_component,42,interaction_own_dft,1.7909095028101412,0.1788541236159826,2.2950851179056664,0.8441083970971867,-0.665254273481204
groupkfold_component,43,d1_own_dft,1.281575333181734,0.15757174758550363,1.663510702488949,0.6955740116759479,-0.5380022640904443
groupkfold_component,43,d2_own_dft,1.4404405059859284,0.24146663127214624,1.7741799567313916,0.7590209136879459,-0.5175542824157997
groupkfold_component,43,elst_dft,3.5462816806267434,0.2936609960134491,4.214973230304952,0.960242089916842,-0.6665810939033929
groupkfold_component,43,pauli_dft,5.817518006792078,0.30106692002529156,6.878132407398846,0.9852261211998383,-0.6841592011745468
groupkfold_component,43,oi_dft,3.1450735629651683,0.2875646857619475,3.754209679695512,0.9494514865374751,-0.6618868007755276
groupkfold_component,43,disp_dft,0.8734476181515104,0.2937647015092738,1.0380698390322107,0.34461533610650785,-0.050850634597234046
groupkfold_component,43,cpcm_dft,2.045402881535122,0.29491591909256315,2.4289261805214895,0.8804877899779758,-0.5855718708854127
groupkfold_component,43,cds_dft,0.2751116121434036,0.22556076786124807,0.3423872568608281,-5.606206738685165,5.831767506546413
groupkfold_component,43,interaction_own_dft,1.7725081661984927,0.16813785501533748,2.2862774000200137,0.8408548107869068,-0.6727169557715693
groupkfold_component,44,d1_own_dft,1.2957246686007844,0.12237406490278765,1.7166527333733865,0.7021863838001587,-0.5798123188973711
groupkfold_component,44,d2_own_dft,1.4894754681822642,0.2905301144148844,1.7742521311194577,0.7746262687459922,-0.48409615433110775
groupkfold_component,44,elst_dft,3.6272984129894765,0.28813942224822975,4.328084738000563,0.9619982643483455,-0.6738588421001157
groupkfold_component,44,pauli_dft,5.900977276292082,0.36822183418258725,6.6331718103801425,0.9856410686269363,-0.6174192344443491
groupkfold_component,44,oi_dft,3.1912988144072507,0.3365204191262918,3.6761756114731914,0.9509052488996549,-0.6143848297733631
groupkfold_component,44,disp_dft,0.8717361783955475,0.24435461525390298,1.071665093862257,0.3420394365615096,-0.09768482130760661
groupkfold_component,44,cpcm_dft,2.1890564901494227,0.3149408048784071,2.562335637006571,0.8956587425214428,-0.5807179376430358
groupkfold_component,44,cds_dft,0.27123219385188724,0.26402534684563783,0.3290695242820367,-5.796534579202334,6.060559926047972
groupkfold_component,44,interaction_own_dft,1.8700297779359474,0.20168452382971863,2.362929663492993,0.8570207680086832,-0.6553362441789645
groupkfold_component,45,d1_own_dft,1.2798798226782513,0.12762802953244687,1.690577333538032,0.6947669056659812,-0.5671388761335343
groupkfold_component,45,d2_own_dft,1.4962916783764237,0.3149446802786344,1.7514352249781604,0.7766749277799395,-0.4617302475013051
groupkfold_component,45,elst_dft,3.714477833139323,0.3386593224636002,4.271942384764699,0.9637611454059196,-0.6251018229423194
groupkfold_component,45,pauli_dft,5.789811832025754,0.39179293752338396,6.385650966120052,0.9850843870418327,-0.5932914495184487
groupkfold_component,45,oi_dft,3.2778204115278684,0.3328034674172049,3.7864048126771532,0.9534628595678213,-0.6206593921506164
groupkfold_component,45,disp_dft,0.9234425766598345,0.3313402759385366,1.0678923482231033,0.41365906472155867,-0.08231878878302207
groupkfold_component,45,cpcm_dft,2.124574257699549,0.3593220572403867,2.4049541391348113,0.8892289750491414,-0.5299069178087548
groupkfold_component,45,cds_dft,0.27708109344744497,0.21921930665289313,0.3462473223813248,-5.512627199378354,5.731846506031247
groupkfold_component,45,interaction_own_dft,1.7885725829151435,0.19685624047045963,2.2668261374467886,0.8437007600909572,-0.6468445196204975
groupkfold_component,46,d1_own_dft,1.3178266883070537,0.16257245637528306,1.705481123312739,0.712092215688265,-0.5495197593129819
groupkfold_component,46,d2_own_dft,1.4541558952285245,0.2829020036517529,1.7414668855107907,0.7635452363707977,-0.48064323271904486
groupkfold_component,46,elst_dft,3.5949545079688616,0.3435156819139237,4.119272997134997,0.9613113829096691,-0.6177957009957454
groupkfold_component,46,pauli_dft,5.98570089131345,0.38643542934925346,6.630711708078143,0.9860446741309042,-0.5996092447816508
groupkfold_component,46,oi_dft,3.100751876838294,0.34495666281367043,3.5490901410168334,0.9479960928933363,-0.6030394300796659
groupkfold_component,46,disp_dft,0.8843835479863194,0.28649169544110475,1.056465134070732,0.360723566779077,-0.07423187133797227
groupkfold_component,46,cpcm_dft,2.121437150484206,0.3350692616391169,2.446433261422157,0.888901124169929,-0.5538318625308121
groupkfold_component,46,cds_dft,0.2694941045941705,0.21620677586477366,0.3374154923666991,-5.884485129324533,6.100691905189307
groupkfold_component,46,interaction_own_dft,1.8040858250494383,0.20228140063003877,2.2787519382919537,0.8463772214327462,-0.6440958208027074
