protocol,feature_set,target,model,pre_ml_mae,pre_ml_r,train_mae,train_nmae,test_mae,test_mae_sd,test_nmae,test_r2,test_range,test_mae_pct_range
A,ESPLEY72,dft_barrier_kcal,SVR_rbf,6.229508063292457,0.7937559658583927,0.32150081247402157,0.04414278503235297,1.6578847501464786,0.08148723056261413,0.2230241037334116,0.9371763647470747,60.28041111033912,2.7502877296437735
A,ESPLEY72,dft_barrier_kcal,XGB,6.229508063292457,0.7937559658583927,0.9984018010155797,0.1370818197847407,1.8581374199811993,0.04461061374909955,0.24994223120170225,0.9275512548669635,60.28041111033912,3.0824896276503613
B,ESPLEY46,dft_barrier_kcal,LinearRegression,6.229508063292457,0.7937559658583927,,,2.416092942235747,,0.3306497114015565,0.8882545076067688,,
B,ESPLEY46,dft_barrier_kcal,Ridge_alpha1,6.229508063292457,0.7937559658583927,,,2.4185506200852536,,0.3309860521347509,0.8879928243481354,,
B,ESPLEY46,dft_barrier_kcal,RandomForest_200,6.229508063292457,0.7937559658583927,,,2.36122157742702,,0.3231403972435398,0.8857649004682064,,
B,ESPLEY46,dft_barrier_kcal,GBR_200_lr0.05,6.229508063292457,0.7937559658583927,,,2.31291165643138,,0.31652903674667954,0.8929867822756298,,
B,ESPLEY46,dft_barrier_kcal,XGB_default,6.229508063292457,0.7937559658583927,,,1.9938444339807813,,0.2728637111390636,0.9183612189983796,,
B,ESPLEY54,dft_barrier_kcal,LinearRegression,6.229508063292457,0.7937559658583927,,,2.0838619235743043,,0.28518288000665215,0.9168141004544755,,
B,ESPLEY54,dft_barrier_kcal,Ridge_alpha1,6.229508063292457,0.7937559658583927,,,2.087219074032633,,0.28564231631838227,0.9165633990597777,,
B,ESPLEY54,dft_barrier_kcal,RandomForest_200,6.229508063292457,0.7937559658583927,,,2.3334767391600266,,0.31934343123884,0.8880928304257596,,
B,ESPLEY54,dft_barrier_kcal,GBR_200_lr0.05,6.229508063292457,0.7937559658583927,,,2.2577016396643534,,0.308973377032033,0.8974344171612741,,
B,ESPLEY54,dft_barrier_kcal,XGB_default,6.229508063292457,0.7937559658583927,,,1.9330733868146548,,0.26454700739982084,0.9215549517569114,,
B,ESPLEY72,dft_barrier_kcal,LinearRegression,6.229508063292457,0.7937559658583927,,,2.0155126096770934,,0.2758290672788626,0.9215406885641688,,
B,ESPLEY72,dft_barrier_kcal,Ridge_alpha1,6.229508063292457,0.7937559658583927,,,2.017406848750103,,0.27608829969160104,0.9213102832567177,,
B,ESPLEY72,dft_barrier_kcal,RandomForest_200,6.229508063292457,0.7937559658583927,,,2.3248287456065664,,0.3181599268617244,0.8893534784185032,,
B,ESPLEY72,dft_barrier_kcal,GBR_200_lr0.05,6.229508063292457,0.7937559658583927,,,2.223972117905042,,0.3043573887807248,0.9000715135822702,,
B,ESPLEY72,dft_barrier_kcal,XGB_default,6.229508063292457,0.7937559658583927,,,1.8880811039180327,,0.25838967582742733,0.924434449725754,,
A,ESPLEY46,dft_d1_kcal,Ridge,4.700617441248567,0.9273044952887951,1.474366979855315,0.24137880708558118,1.4781599950790814,0.038128875905432257,0.24444699150634747,0.9331354839051299,48.40225783569447,3.0539071133764457
A,ESPLEY46,dft_d1_kcal,KRR_rbf,4.700617441248567,0.9273044952887951,0.7004458895766336,0.11467522163688389,1.1189374727261743,0.02555139021624535,0.1849033014792898,0.9573722529185169,48.40225783569447,2.3117464406815516
A,ESPLEY46,dft_d1_kcal,SVR_rbf,4.700617441248567,0.9273044952887951,0.6666380248537954,0.10914129213846942,1.1244527361500085,0.04414628314022932,0.18581664043549354,0.9565964629733299,48.40225783569447,2.323141081490574
A,ESPLEY46,dft_d1_kcal,XGB,4.700617441248567,0.9273044952887951,0.220420262440447,0.036093594405363305,1.203711589495216,0.06083414203441985,0.1989109238555546,0.9509869323705338,48.40225783569447,2.4868914040772974
A,ESPLEY54,dft_d1_kcal,Ridge,4.700617441248567,0.9273044952887951,1.4218332576806605,0.23277706834930142,1.432354068046883,0.0395530016481758,0.23684517088690082,0.937472632588421,48.40225783569447,2.959271182987226
A,ESPLEY54,dft_d1_kcal,KRR_rbf,4.700617441248567,0.9273044952887951,0.9389610681481327,0.15372466116194278,1.1267835768628605,0.03661009259564674,0.18617776768733804,0.959630399586502,48.40225783569447,2.3279566434438284
A,ESPLEY54,dft_d1_kcal,SVR_rbf,4.700617441248567,0.9273044952887951,0.5090749833924407,0.08334561312614627,1.1838233019608488,0.03885230532385703,0.19569824691125598,0.949605418741412,48.40225783569447,2.4458018177156866
A,ESPLEY54,dft_d1_kcal,XGB,4.700617441248567,0.9273044952887951,0.2018479592787558,0.033050141762296883,1.2008997508063852,0.05416295477661685,0.19847785749375393,0.9512497329569944,48.40225783569447,2.4810820910110025
A,ESPLEY72,dft_d1_kcal,Ridge,4.700617441248567,0.9273044952887951,1.4024516251938839,0.22960411745471307,1.428280915493534,0.03234627619029339,0.23612872181730776,0.9385258996844497,48.40225783569447,2.9508559711035667
A,ESPLEY72,dft_d1_kcal,KRR_rbf,4.700617441248567,0.9273044952887951,0.789735756987682,0.12929449991204306,1.1275854051597396,0.03675899764806225,0.18629282282948945,0.9595178685001047,48.40225783569447,2.329613236199483
A,ESPLEY72,dft_d1_kcal,SVR_rbf,4.700617441248567,0.9273044952887951,0.24048997668281288,0.03937230626398426,1.2470679891285736,0.06415792333296098,0.20613962263930835,0.9437665764098092,48.40225783569447,2.576466563526542
A,ESPLEY72,dft_d1_kcal,XGB,4.700617441248567,0.9273044952887951,0.1858609697725067,0.03043651286312036,1.226326292279137,0.057058705079528274,0.20266506210028656,0.94879105120887,48.40225783569447,2.5336138170289586
B,ESPLEY46,dft_d1_kcal,LinearRegression,4.700617441248567,0.9273044952887951,,,1.4900037557471095,,0.2439979920532335,0.9333164674811163,,
B,ESPLEY46,dft_d1_kcal,Ridge_alpha1,4.700617441248567,0.9273044952887951,,,1.5231032655017944,,0.24941825618809804,0.9302742268219726,,
B,ESPLEY46,dft_d1_kcal,RandomForest_200,4.700617441248567,0.9273044952887951,,,1.4512913604330668,,0.2376585807009036,0.9278923993533689,,
B,ESPLEY46,dft_d1_kcal,GBR_200_lr0.05,4.700617441248567,0.9273044952887951,,,1.4400824524725588,,0.23582304771991314,0.9340656730410477,,
B,ESPLEY46,dft_d1_kcal,XGB_default,4.700617441248567,0.9273044952887951,,,1.2368705874846162,,0.2025457577619499,0.9483928597460907,,
B,ESPLEY54,dft_d1_kcal,LinearRegression,4.700617441248567,0.9273044952887951,,,1.4426098441571653,,0.2362369248620327,0.9379361370720455,,
B,ESPLEY54,dft_d1_kcal,Ridge_alpha1,4.700617441248567,0.9273044952887951,,,1.4668042279568936,,0.2401989155908003,0.9351489290360459,,
B,ESPLEY54,dft_d1_kcal,RandomForest_200,4.700617441248567,0.9273044952887951,,,1.464008819032644,,0.23974114884903622,0.9267831173762335,,
B,ESPLEY54,dft_d1_kcal,GBR_200_lr0.05,4.700617441248567,0.9273044952887951,,,1.4501936140087892,,0.23747881744710356,0.9337069570437813,,
B,ESPLEY54,dft_d1_kcal,XGB_default,4.700617441248567,0.9273044952887951,,,1.2332429160576863,,0.2019517025184073,0.9486687353643493,,
B,ESPLEY72,dft_d1_kcal,LinearRegression,4.700617441248567,0.9273044952887951,,,1.428623284799405,,0.23394653305203642,0.9393866097910731,,
B,ESPLEY72,dft_d1_kcal,Ridge_alpha1,4.700617441248567,0.9273044952887951,,,1.4519708739193053,,0.23776985553868557,0.9367949749062406,,
B,ESPLEY72,dft_d1_kcal,RandomForest_200,4.700617441248567,0.9273044952887951,,,1.4848313043190238,,0.24315096884434703,0.9254263066852841,,
B,ESPLEY72,dft_d1_kcal,GBR_200_lr0.05,4.700617441248567,0.9273044952887951,,,1.4481903311084927,,0.23715076659266673,0.9330831177467664,,
B,ESPLEY72,dft_d1_kcal,XGB_default,4.700617441248567,0.9273044952887951,,,1.2334851810436216,,0.20199137501579867,0.9487283965305462,,
A,ESPLEY46,dft_d2_kcal,Ridge,1.4867647864345632,0.9551590768318482,1.165128882175045,0.2409703302646759,1.2057616259236694,0.024220852980430366,0.23859569943566003,0.9418960471608552,61.73561111659016,1.95310551578819
A,ESPLEY46,dft_d2_kcal,KRR_rbf,1.4867647864345632,0.9551590768318482,0.8576132540350272,0.1773687563180932,0.9879012318985962,0.023047002253035624,0.19554441120529004,0.9608460428616217,61.73561111659016,1.6002129306420982
A,ESPLEY46,dft_d2_kcal,SVR_rbf,1.4867647864345632,0.9551590768318482,0.5587819053796041,0.11556390364769271,0.9794648274183555,0.032740616638564354,0.1938555280868211,0.9517613784218438,61.73561111659016,1.5865475528679829
A,ESPLEY46,dft_d2_kcal,XGB,1.4867647864345632,0.9551590768318482,0.1796687176809849,0.0371617316119664,0.9242585174309035,0.05438904379962366,0.182875388000158,0.9460392567323455,61.73561111659016,1.4971237843347893
A,ESPLEY54,dft_d2_kcal,Ridge,1.4867647864345632,0.9551590768318482,1.1462273058762737,0.23706245246069346,1.190956751884797,0.02661659708734137,0.23568947979476174,0.9434055675443919,61.73561111659016,1.9291244232370646
A,ESPLEY54,dft_d2_kcal,KRR_rbf,1.4867647864345632,0.9551590768318482,0.786276492687066,0.1626168703893993,0.9707853736745768,0.025719684497578187,0.19214400856517294,0.961913201387925,61.73561111659016,1.5724884813097744
A,ESPLEY54,dft_d2_kcal,SVR_rbf,1.4867647864345632,0.9551590768318482,0.4076806798726488,0.08431502929162069,0.9975239891388548,0.039393095905361726,0.1974341176474663,0.9360561947505722,61.73561111659016,1.6157999752444192
A,ESPLEY54,dft_d2_kcal,XGB,1.4867647864345632,0.9551590768318482,0.1610927030390234,0.03331841150821254,0.9229298465669954,0.060532701332595286,0.18267718678418238,0.946976088524449,61.73561111659016,1.4949715891270692
A,ESPLEY72,dft_d2_kcal,Ridge,1.4867647864345632,0.9551590768318482,1.0736644611373507,0.22205620766754736,1.1176421797505376,0.021952550734630257,0.22114803367769734,0.950719347561724,61.73561111659016,1.810368698934276
A,ESPLEY72,dft_d2_kcal,KRR_rbf,1.4867647864345632,0.9551590768318482,0.5802888360088394,0.12001343839594796,0.8335056817690674,0.03291981632952858,0.16502770576515496,0.9699928074401895,61.73561111659016,1.3501213751572958
A,ESPLEY72,dft_d2_kcal,SVR_rbf,1.4867647864345632,0.9551590768318482,0.15921422342006236,0.03292790138550155,0.9637564852439638,0.06978610591784244,0.19070524359365998,0.9327694578961203,61.73561111659016,1.5611030130144357
A,ESPLEY72,dft_d2_kcal,XGB,1.4867647864345632,0.9551590768318482,0.13210686434784896,0.02732314138708199,0.82321806954992,0.040351385740734075,0.16280208059021345,0.9549684218289876,61.73561111659016,1.3334573913834593
B,ESPLEY46,dft_d2_kcal,LinearRegression,1.4867647864345632,0.9551590768318482,,,1.1827934020005437,,0.2431960077830239,0.9387509263665871,,
B,ESPLEY46,dft_d2_kcal,Ridge_alpha1,1.4867647864345632,0.9551590768318482,,,1.183276315138418,,0.2432953003112358,0.9388318948918618,,
B,ESPLEY46,dft_d2_kcal,RandomForest_200,1.4867647864345632,0.9551590768318482,,,1.027384921704165,,0.21124222623522265,0.9465810745550425,,
B,ESPLEY46,dft_d2_kcal,GBR_200_lr0.05,1.4867647864345632,0.9551590768318482,,,1.0552468693314998,,0.21697096501628696,0.947818448509471,,
B,ESPLEY46,dft_d2_kcal,XGB_default,1.4867647864345632,0.9551590768318482,,,0.9264397378552707,,0.1904867285502912,0.9487839100694553,,
B,ESPLEY54,dft_d2_kcal,LinearRegression,1.4867647864345632,0.9551590768318482,,,1.1664802301024382,,0.23984183090548356,0.9406138136330131,,
B,ESPLEY54,dft_d2_kcal,Ridge_alpha1,1.4867647864345632,0.9551590768318482,,,1.1674141294690357,,0.24003385142000744,0.9406993054261208,,
B,ESPLEY54,dft_d2_kcal,RandomForest_200,1.4867647864345632,0.9551590768318482,,,1.0271415722908863,,0.21119219078042079,0.9469580081480835,,
B,ESPLEY54,dft_d2_kcal,GBR_200_lr0.05,1.4867647864345632,0.9551590768318482,,,1.058558834032792,,0.2176519432766579,0.9480201443797427,,
B,ESPLEY54,dft_d2_kcal,XGB_default,1.4867647864345632,0.9551590768318482,,,0.929492996781168,,0.19111451391014372,0.9488138811713721,,
B,ESPLEY72,dft_d2_kcal,LinearRegression,1.4867647864345632,0.9551590768318482,,,1.0957132036130395,,0.22529131151994394,0.9479617604959069,,
B,ESPLEY72,dft_d2_kcal,Ridge_alpha1,1.4867647864345632,0.9551590768318482,,,1.0951768778661617,,0.22518103674136358,0.948047773350948,,
B,ESPLEY72,dft_d2_kcal,RandomForest_200,1.4867647864345632,0.9551590768318482,,,0.9655232085308271,,0.1985227422975135,0.951523309090968,,
B,ESPLEY72,dft_d2_kcal,GBR_200_lr0.05,1.4867647864345632,0.9551590768318482,,,0.9861838345505792,,0.2027708060403475,0.9537600325202843,,
B,ESPLEY72,dft_d2_kcal,XGB_default,1.4867647864345632,0.9551590768318482,,,0.8470077108326056,,0.17415458480536308,0.9539733756795346,,
A,ESPLEY46,dft_eint_spe_kcal,Ridge,3.3939884119031185,0.8196301190702152,1.7417026161717761,0.3470537699960505,1.7614730784947832,0.05329568427466123,0.34628737514502245,0.8755386609989598,54.95826581126035,3.205110373285972
A,ESPLEY46,dft_eint_spe_kcal,KRR_rbf,3.3939884119031185,0.8196301190702152,0.7947221291864875,0.1583566920655942,1.2601746286228512,0.0449508995106776,0.24758836434614717,0.9289304546140025,54.95826581126035,2.292966508351243
A,ESPLEY46,dft_eint_spe_kcal,SVR_rbf,3.3939884119031185,0.8196301190702152,0.8580862140707289,0.17098261368296347,1.267017021074541,0.039660295792588535,0.24895370461965677,0.9300346398001361,54.95826581126035,2.305416669124489
A,ESPLEY46,dft_eint_spe_kcal,XGB,3.3939884119031185,0.8196301190702152,0.25832154270868735,0.05147248401453286,1.3369328658373003,0.056449195121060856,0.26264728633337225,0.9192758452488139,54.95826581126035,2.4326329190019265
A,ESPLEY54,dft_eint_spe_kcal,Ridge,3.3939884119031185,0.8196301190702152,1.2606961238103502,0.2512066851045378,1.2722010521147038,0.04221047762361729,0.2500013192502025,0.9335982181790848,54.95826581126035,2.314849337647848
A,ESPLEY54,dft_eint_spe_kcal,KRR_rbf,3.3939884119031185,0.8196301190702152,0.7552354120400245,0.15048884628881815,0.9349734340675054,0.039979656801382435,0.18375558286382274,0.9621516892225624,54.95826581126035,1.701242607032807
A,ESPLEY54,dft_eint_spe_kcal,SVR_rbf,3.3939884119031185,0.8196301190702152,0.5094782151804014,0.10151823861825442,0.8998303378484586,0.049358703874732665,0.17675055125562317,0.9445043939576283,54.95826581126035,1.6372975467215218
A,ESPLEY54,dft_eint_spe_kcal,XGB,3.3939884119031185,0.8196301190702152,0.6262350778237226,0.12478000383520187,1.1011221945649698,0.055676677938915536,0.21635614450546875,0.941171707134697,54.95826581126035,2.003560662460645
A,ESPLEY72,dft_eint_spe_kcal,Ridge,3.3939884119031185,0.8196301190702152,1.162552983815021,0.23165101186299625,1.1779955873320287,0.04052753126143996,0.23153893641505058,0.9423688554421339,54.95826581126035,2.143436605837498
A,ESPLEY72,dft_eint_spe_kcal,KRR_rbf,3.3939884119031185,0.8196301190702152,0.5399753679276981,0.1075965396019698,0.7881356665093904,0.02645278833012289,0.15487533300374787,0.972130790779713,54.95826581126035,1.4340621103584932
A,ESPLEY72,dft_eint_spe_kcal,SVR_rbf,3.3939884119031185,0.8196301190702152,0.13740374239472616,0.027379757269884692,0.8588435289071427,0.05945589629450744,0.16868486242863998,0.9441181884419407,54.95826581126035,1.562719485830601
A,ESPLEY72,dft_eint_spe_kcal,XGB,3.3939884119031185,0.8196301190702152,0.5614328000410801,0.11187084639776564,1.0491622450452078,0.05491852181611058,0.20613094105941507,0.9455645422703371,54.95826581126035,1.909016286373152
B,ESPLEY46,dft_eint_spe_kcal,LinearRegression,3.3939884119031185,0.8196301190702152,,,1.7673828162990348,,0.35203356271711966,0.874407556030291,,
B,ESPLEY46,dft_eint_spe_kcal,Ridge_alpha1,3.3939884119031185,0.8196301190702152,,,1.7834973321860998,,0.35524330900800205,0.8720560378765512,,
B,ESPLEY46,dft_eint_spe_kcal,RandomForest_200,3.3939884119031185,0.8196301190702152,,,1.537047458009605,,0.3061545510787985,0.8979463144888803,,
B,ESPLEY46,dft_eint_spe_kcal,GBR_200_lr0.05,3.3939884119031185,0.8196301190702152,,,1.527022638886344,,0.30415777213593975,0.9025723733125075,,
B,ESPLEY46,dft_eint_spe_kcal,XGB_default,3.3939884119031185,0.8196301190702152,,,1.3779557932835638,,0.27446611039938557,0.9178476618676359,,
B,ESPLEY54,dft_eint_spe_kcal,LinearRegression,3.3939884119031185,0.8196301190702152,,,1.2851263710023288,,0.2559760176196751,0.93106789251278,,
B,ESPLEY54,dft_eint_spe_kcal,Ridge_alpha1,3.3939884119031185,0.8196301190702152,,,1.2991037298184018,,0.2587600774034527,0.9293009413845853,,
B,ESPLEY54,dft_eint_spe_kcal,RandomForest_200,3.3939884119031185,0.8196301190702152,,,1.330676603916635,,0.2650488741777105,0.9221866849538705,,
B,ESPLEY54,dft_eint_spe_kcal,GBR_200_lr0.05,3.3939884119031185,0.8196301190702152,,,1.2728931433240551,,0.25353936004702177,0.9320470097449454,,
B,ESPLEY54,dft_eint_spe_kcal,XGB_default,3.3939884119031185,0.8196301190702152,,,1.1271908892017786,,0.2245178695461762,0.9407738782691322,,
B,ESPLEY72,dft_eint_spe_kcal,LinearRegression,3.3939884119031185,0.8196301190702152,,,1.189184633543513,,0.23686600289087797,0.9400434001019315,,
B,ESPLEY72,dft_eint_spe_kcal,Ridge_alpha1,3.3939884119031185,0.8196301190702152,,,1.200978868027043,,0.23921522024575334,0.9383455951021895,,
B,ESPLEY72,dft_eint_spe_kcal,RandomForest_200,3.3939884119031185,0.8196301190702152,,,1.3216101832825604,,0.2632429924369404,0.9226674441210052,,
B,ESPLEY72,dft_eint_spe_kcal,GBR_200_lr0.05,3.3939884119031185,0.8196301190702152,,,1.2434562352329521,,0.24767601253955454,0.9351832908998481,,
B,ESPLEY72,dft_eint_spe_kcal,XGB_default,3.3939884119031185,0.8196301190702152,,,1.0764332598159898,,0.21440778533410298,0.9450621245521325,,
A,ESPLEY46,dft_e_bond_kcal,Ridge,5.290727195832543,0.8372077370398899,2.317677978079287,0.38177503335138885,2.3577676007598165,0.11313610385161964,0.3862973661767356,0.8461498027783468,61.08512879112948,3.8598062203025125
A,ESPLEY46,dft_e_bond_kcal,KRR_rbf,5.290727195832543,0.8372077370398899,1.2195575463343082,0.20088009151494282,1.8288155334125158,0.03847155920605568,0.2994407630821817,0.9051388072615726,61.08512879112948,2.9938801302455285
A,ESPLEY46,dft_e_bond_kcal,SVR_rbf,5.290727195832543,0.8372077370398899,1.3446811540195693,0.22149010604921132,1.863173262129293,0.03771598211160186,0.30501479706251505,0.9006978227980964,61.08512879112948,3.050125781841447
A,ESPLEY46,dft_e_bond_kcal,XGB,5.290727195832543,0.8372077370398899,0.35488600521966424,0.0584549431725225,1.7709946895176785,0.048961652034728645,0.28996268888762494,0.9050673573872912,61.08512879112948,2.899223959358918
A,ESPLEY54,dft_e_bond_kcal,Ridge,5.290727195832543,0.8372077370398899,2.1952687054056987,0.36160950555507615,2.238323344969941,0.11601528211673105,0.36668366586214607,0.8601234780183329,61.08512879112948,3.664268847862331
A,ESPLEY54,dft_e_bond_kcal,KRR_rbf,5.290727195832543,0.8372077370398899,0.8053444328928341,0.13264956312336904,1.5791849675046168,0.07965337185715804,0.25836998453720356,0.9012140074847353,61.08512879112948,2.585220001588896
A,ESPLEY54,dft_e_bond_kcal,SVR_rbf,5.290727195832543,0.8372077370398899,0.9039611725791211,0.148894412086294,1.5888792446488689,0.06905253734258641,0.26004503948054336,0.91479841441371,61.08512879112948,2.601090111607654
A,ESPLEY54,dft_e_bond_kcal,XGB,5.290727195832543,0.8372077370398899,0.26858879838719973,0.04424822914787916,1.6367021993620459,0.09974895197827573,0.26783919860468053,0.9181504671126696,61.08512879112948,2.679379141457619
A,ESPLEY72,dft_e_bond_kcal,Ridge,5.290727195832543,0.8372077370398899,1.6263160432960888,0.26788454164692116,1.6534227496214495,0.08291148133020393,0.27062373871321926,0.924838282761273,61.08512879112948,2.7067516797337956
A,ESPLEY72,dft_e_bond_kcal,KRR_rbf,5.290727195832543,0.8372077370398899,0.8356993628252403,0.13765414791118982,1.1691528319887161,0.03320290610141528,0.191351431327689,0.9617177036395514,61.08512879112948,1.9139729343723597
A,ESPLEY72,dft_e_bond_kcal,SVR_rbf,5.290727195832543,0.8372077370398899,0.48931873293895256,0.08060068288398207,1.2425928998885631,0.05898086611022327,0.20326811918629573,0.9390329347490696,61.08512879112948,2.0341987067546414
A,ESPLEY72,dft_e_bond_kcal,XGB,5.290727195832543,0.8372077370398899,0.19960478663245532,0.032880322134510406,1.4372990291218937,0.1017967678487011,0.23509284021336155,0.9358610663678716,61.08512879112948,2.3529442559358444
B,ESPLEY46,dft_e_bond_kcal,LinearRegression,5.290727195832543,0.8372077370398899,,,2.347752304359886,,0.3872717479456344,0.8462356129950667,,
B,ESPLEY46,dft_e_bond_kcal,Ridge_alpha1,5.290727195832543,0.8372077370398899,,,2.3940268099297874,,0.39490492484598116,0.8420405673452465,,
B,ESPLEY46,dft_e_bond_kcal,RandomForest_200,5.290727195832543,0.8372077370398899,,,2.161535641880239,,0.3565545158759772,0.8610656070528624,,
B,ESPLEY46,dft_e_bond_kcal,GBR_200_lr0.05,5.290727195832543,0.8372077370398899,,,2.090400688683522,,0.34482050219260674,0.8768634968897826,,
B,ESPLEY46,dft_e_bond_kcal,XGB_default,5.290727195832543,0.8372077370398899,,,1.8644511655395886,,0.3075491654281044,0.8989250133038864,,
B,ESPLEY54,dft_e_bond_kcal,LinearRegression,5.290727195832543,0.8372077370398899,,,2.2260010729207713,,0.36718836345639416,0.8599733827467686,,
B,ESPLEY54,dft_e_bond_kcal,Ridge_alpha1,5.290727195832543,0.8372077370398899,,,2.265907118545666,,0.3737710357485485,0.8564207330621287,,
B,ESPLEY54,dft_e_bond_kcal,RandomForest_200,5.290727195832543,0.8372077370398899,,,2.029859722140151,,0.3348340117557623,0.8767091401416198,,
B,ESPLEY54,dft_e_bond_kcal,GBR_200_lr0.05,5.290727195832543,0.8372077370398899,,,1.9650021299805787,,0.3241354755274991,0.892888950677958,,
B,ESPLEY54,dft_e_bond_kcal,XGB_default,5.290727195832543,0.8372077370398899,,,1.7066898234131438,,0.2815257597178434,0.9153329339679704,,
B,ESPLEY72,dft_e_bond_kcal,LinearRegression,5.290727195832543,0.8372077370398899,,,1.6644785495716121,,0.2745628302072369,0.9232959385757167,,
B,ESPLEY72,dft_e_bond_kcal,Ridge_alpha1,5.290727195832543,0.8372077370398899,,,1.6767982142877762,,0.2765950114044922,0.9221953232134906,,
B,ESPLEY72,dft_e_bond_kcal,RandomForest_200,5.290727195832543,0.8372077370398899,,,1.8748057328279326,,0.3092571954300475,0.8957494113148117,,
B,ESPLEY72,dft_e_bond_kcal,GBR_200_lr0.05,5.290727195832543,0.8372077370398899,,,1.7640523918932178,,0.2909879598488688,0.9125675616106592,,
B,ESPLEY72,dft_e_bond_kcal,XGB_default,5.290727195832543,0.8372077370398899,,,1.5318394047338608,,0.2526834380022166,0.9307745620198096,,
A,ESPLEY46,dft_elst_dft,Ridge,35.05903489347513,0.3737149349730514,4.544262418327258,0.3292146119143056,4.68612464215509,0.17459530046947175,0.34303436850529156,0.8657376336227406,143.08810884207918,3.274992366645215
A,ESPLEY46,dft_elst_dft,KRR_rbf,35.05903489347513,0.3737149349730514,2.2579373224289405,0.16358120434980636,3.5673413158746485,0.14492796026388854,0.26134307019470754,0.912178102842119,143.08810884207918,2.493108158842036
A,ESPLEY46,dft_elst_dft,SVR_rbf,35.05903489347513,0.3737149349730514,2.6521788022556008,0.19214499293094597,3.615643823606122,0.18624459218516873,0.26465793500425805,0.9042311663475295,143.08810884207918,2.526865336934859
A,ESPLEY46,dft_elst_dft,XGB,35.05903489347513,0.3737149349730514,0.7259155094421245,0.052592095508905555,3.832370998215351,0.17468561338764554,0.2807383275846168,0.9001517951576925,143.08810884207918,2.6783294777101223
A,ESPLEY54,dft_elst_dft,Ridge,35.05903489347513,0.3737149349730514,2.9153273070141887,0.21120776282867956,2.9568648758913243,0.0689837336083075,0.21686809663850548,0.9507028826075936,143.08810884207918,2.066464432173537
A,ESPLEY54,dft_elst_dft,KRR_rbf,35.05903489347513,0.3737149349730514,1.6488179082330803,0.11945362519300559,1.9849168858093145,0.07165721434528269,0.14552593693697552,0.9761415018804047,143.08810884207918,1.3871990495031217
A,ESPLEY54,dft_elst_dft,SVR_rbf,35.05903489347513,0.3737149349730514,1.1566203430678605,0.08379273617292729,2.10267869914173,0.08930085206016194,0.15408132958939844,0.9655572055617029,143.08810884207918,1.469499258993195
A,ESPLEY54,dft_elst_dft,XGB,35.05903489347513,0.3737149349730514,1.4561522220113552,0.10549247085550469,2.5378314074741395,0.11939616127586614,0.18596038759974892,0.9612248757190848,143.08810884207918,1.773614472936424
A,ESPLEY72,dft_elst_dft,Ridge,35.05903489347513,0.3737149349730514,2.611421118585846,0.1891933104100872,2.6808580536489703,0.06183065044933843,0.19671947478947996,0.9596961461218492,143.08810884207918,1.87357151851642
