reaction_number,reaction_id,distortion_dft,interaction_dft,e_barrier_dft
108,dipolar_001415,11.76710593351163,-2.7189828555565327,9.048123077955097
109,dipolar_001418,6.968579581181984,-5.940447430824861,1.0281321503571235
110,dipolar_001420,8.373808200645726,-6.531541476608254,1.8422667240374722
111,dipolar_001434,19.02466004661983,-4.587212853366509,14.43744719325332
112,dipolar_001450,99.57669934956357,-109.84743089973927,-10.270731550175697
113,dipolar_001462,52.18485325243091,-60.57587119395612,-8.391017941525206
114,dipolar_001484,50.42776712286286,-35.20296310412232,15.224804018740542
115,dipolar_001504,9.021301593107637,0.4298974849516526,9.45119907805929
116,dipolar_001512,16.56223804363981,-10.295365634432528,6.266872409207281
117,dipolar_001513,57.909001726598945,-57.331328097498044,0.5776736291009001
118,dipolar_001520,18.769938066951,-9.377692166366614,9.392245900584385
119,dipolar_001528,24.236257779295556,-6.858966119587421,17.377291659708135
120,dipolar_001530,93.87575630674837,-84.72441075649112,9.151345550257247
121,dipolar_001534,70.19129849842284,-81.588958811888,-11.397660313465167
122,dipolar_001545,70.51919934095349,-73.27485224290285,-2.755652901949361
123,dipolar_001556,14.920633615984116,-2.6289608436636627,12.291672772320453
124,dipolar_001558,70.72924123617122,-74.50095770281041,-3.771716466639191
125,dipolar_001576,86.67213039431954,-94.40303143655183,-7.73090104223229
126,dipolar_001628,64.19622831128072,-76.81334013561718,-12.617111824336462
127,dipolar_001652,25.191856796620414,-0.7280991316656582,24.463757664954755
128,dipolar_001681,29.21778154320782,-6.478886525204871,22.73889501800295
129,dipolar_001699,14.426922421786003,-5.239148426742759,9.187773995043244
130,dipolar_001701,7.023343690292677,-3.3143892048101407,3.7089544854825363
131,dipolar_001703,8.802175892691594,-7.62711049511563,1.1750653975759633
132,dipolar_001731,26.837724118347978,-4.671005461626919,22.16671865672106
133,dipolar_001736,17.52275048039155,-5.063129371555988,12.459621108835563
134,dipolar_001769,38.21231622074265,-34.48044575896347,3.731870461779181
135,dipolar_001779,142.13741874220432,-134.76014037118875,7.377278371015564
136,dipolar_001780,12.012131797207985,-3.339516770269256,8.672615026938729
137,dipolar_001785,8.816324827668723,-4.53880537574878,4.277519451919943
138,dipolar_001824,9.596914570138324,-8.648570943216328,0.9483436269219965
139,dipolar_001833,81.94978811539477,-78.41427327523706,3.5355148401577026
140,dipolar_001839,7.045442349626683,-6.690982470405288,0.35445987922139466
141,dipolar_001901,10.239272568258457,-9.155185155104846,1.0840874131536111
142,dipolar_001906,8.141233571746852,-6.00120469025569,2.140028881491162
143,dipolar_001911,97.68485813151347,-101.14724089647643,-3.4623827649629675
144,dipolar_001914,24.499519999080803,-5.793415438092779,18.706104560988024
145,dipolar_001926,11.451932851574384,-9.088717277161777,2.3632155744126067
146,dipolar_001928,10.879032024939079,-8.254569566866849,2.62446245807223
147,dipolar_001930,20.59882694040425,-9.663589678821154,10.935237261583097
148,dipolar_001938,17.19302516418975,-6.811008532997221,10.382016631192528
149,dipolar_001958,14.691271740186494,-3.424563175009098,11.266708565177396
150,dipolar_001992,82.08510332094738,-78.26662206323817,3.818481257709209
151,dipolar_002016,52.185550784925,-45.74409883923363,6.4414519456913695
152,dipolar_002052,20.78341876063496,-0.3600452607497573,20.4233734998852
153,dipolar_002058,13.084248749713879,-7.250238332664594,5.834010417049285
154,dipolar_002123,37.02861028612824,-46.010183532722294,-8.981573246594053
155,dipolar_002132,25.60601064178627,-10.702447000832763,14.903563640953507
156,dipolar_002138,22.92638661840465,2.1458637004252523,25.0722503188299
157,dipolar_002154,13.159466455457732,-2.24129177024588,10.918174685211852
158,dipolar_002185,175.06031598331174,-151.01728604186792,24.04302994144382
159,dipolar_002192,74.75451384839835,-93.1517108240514,-18.39719697565306
160,dipolar_002209,12.388209887954872,-4.346002491598483,8.042207396356389
161,dipolar_002247,124.41752578743035,-133.73471168923425,-9.317185901803896
162,dipolar_002260,39.564618852338754,-52.39635640627239,-12.831737553933635
163,dipolar_002277,56.380592816800345,-46.31340288717183,10.067189929628512
164,dipolar_002299,114.4487169320928,-110.76076664531138,3.6879502867814153
165,dipolar_002319,18.57869976130314,-6.9251272195833735,11.653572541719768
166,dipolar_002320,18.963871583691798,-3.532001700135879,15.431869883555919
167,dipolar_002345,101.31920259440085,-112.69498009356903,-11.37577749916818
168,dipolar_002349,64.13379195547896,-69.92730071512051,-5.793508759641554
169,dipolar_002374,21.428512737446,-6.90047549305018,14.528037244395819
170,dipolar_002390,21.09489995968761,-4.154181401536334,16.940718558151275
171,dipolar_002408,108.48361430008663,-119.93438230192987,-11.450768001843244
172,dipolar_002415,8.079122972034384,-5.225916059222072,2.853206912812311
173,dipolar_002456,71.46525178069714,-72.0333127718186,-0.568060991121456
174,dipolar_002457,17.52858859009575,-7.199758538103197,10.328830051992554
175,dipolar_002460,13.870196650153957,-10.028811177413445,3.8413854727405123
176,dipolar_002468,91.18648361490341,-84.60574826458469,6.580735350318719
177,dipolar_002495,15.652731924550608,-7.863057917100377,7.78967400745023
178,dipolar_002497,26.9708786624833,-11.843494702188764,15.127383960294537
179,dipolar_002501,9.673315787804313,-6.3258737761643715,3.3474420116399415
180,dipolar_002549,99.88892579299863,-82.77019580331398,17.118729989684653
181,dipolar_002585,88.71481896046316,-90.49328919523396,-1.7784702347707935
182,dipolar_002631,17.403251784213353,-4.968336182006169,12.434915602207184
183,dipolar_002635,149.84829448052915,-126.26560399873415,23.582690481794998
184,dipolar_002646,48.59294607222546,-52.93971280870028,-4.3467667364748195
185,dipolar_002647,42.74569938884815,-45.40272622014163,-2.6570268312934786
186,dipolar_002653,30.014363499067258,-9.820438460505102,20.193925038562156
187,dipolar_002689,108.59517002891516,-94.68411444162484,13.91105558729032
188,dipolar_002696,12.78916032606503,-5.175587665697094,7.613572660367936
189,dipolar_002731,15.956646320293657,-8.452394259162247,7.50425206113141
190,dipolar_002757,27.436858373868745,-4.765986549376976,22.67087182449177
191,dipolar_002762,117.14541009406094,-99.29680531623308,17.84860477782786
192,dipolar_002765,18.366620921588037,-5.231515774095897,13.13510514749214
193,dipolar_002766,62.75713969679782,-46.14115387905622,16.615985817741603
194,dipolar_002782,121.97271201241529,-126.56443974463036,-4.591727732215077
195,dipolar_002784,93.72601376241073,-97.5641910545528,-3.8381772921420634
196,dipolar_002805,111.9419347300427,-117.81105883105192,-5.86912410100922
197,dipolar_002808,18.059864456241485,-4.36261339741759,13.697251058823895
198,dipolar_002810,96.05277864419622,-113.66554243460996,-17.612763790413737
199,dipolar_002814,40.49611877830466,-45.76970850757789,-5.273589729273226
200,dipolar_002817,15.895762154075783,-7.481679376389366,8.414082777686417
201,dipolar_002819,12.346241749939509,-8.868259163224138,3.4779825867153704
203,dipolar_002861,99.50894211721607,-118.74863331072265,-19.239691193506587
