reaction_id,sub_source,resid_kcal
dipolar_001701,spec16,0.005675170819167796
dipolar_001703,spec16,0.0009950972724184215
dipolar_001731,spec16,0.000687444449518182
dipolar_001736,locked_778,0.005691612690451819
dipolar_001769,locked_778,0.007710568970284548
dipolar_001779,spec16,0.0006717820344839254
dipolar_001780,spec16,0.0005231048255804893
dipolar_001785,locked_778,0.004571183573747639
dipolar_001824,locked_778,0.007587267530474229
dipolar_001833,locked_778,0.008178473378022133
dipolar_001839,spec16,0.0037962303550154175
dipolar_001901,spec16,0.0010495643943009836
dipolar_001906,locked_778,0.0017223672090720399
dipolar_001911,locked_778,0.007859455309115582
dipolar_001914,spec16,0.003646320609561826
dipolar_001926,locked_778,0.006867061484163051
dipolar_001928,spec16,0.0023578512526798434
dipolar_001930,locked_778,0.0029414868988979492
dipolar_001938,spec16,0.0012553351156832093
dipolar_001958,locked_778,0.007645445741825796
dipolar_001992,spec16,0.002928068788759397
dipolar_002016,spec16,0.0034573152061265766
dipolar_002052,spec16,0.005001527753137225
dipolar_002058,locked_778,0.00764067823692649
dipolar_002123,spec16,0.0005816015068251801
dipolar_002132,spec16,0.005281282124848019
dipolar_002138,locked_778,0.005683793582850427
dipolar_002154,locked_778,0.007164893138700279
dipolar_002185,spec16,0.0100977295855742
dipolar_002192,spec16,0.00099806077709097
dipolar_002209,locked_778,0.0035555944048368815
dipolar_002247,locked_778,0.002356723118049686
dipolar_002260,spec16,0.008697368138781414
dipolar_002277,locked_778,0.005051924928352491
dipolar_002299,locked_778,0.0019974336226153966
dipolar_002319,spec16,0.013539575470121079
dipolar_002320,locked_778,0.0003293839202598292
dipolar_002345,locked_778,0.0035715950804604546
dipolar_002349,spec16,0.003195341034201604
dipolar_002374,locked_778,0.013652059360353519
dipolar_002390,spec16,0.005116852463466159
dipolar_002408,spec16,0.002755958913811085
dipolar_002415,spec16,0.0010279963087196364
dipolar_002456,locked_778,0.002991866838307544
dipolar_002457,spec16,0.005869673585820578
dipolar_002460,spec16,0.008652722863515816
dipolar_002468,locked_778,0.0005358722294577234
dipolar_002495,locked_778,0.001473559481459219
dipolar_002497,spec16,0.0007847033871732911
dipolar_002501,spec16,0.001637823061731325
dipolar_002549,locked_778,0.00727599702107895
dipolar_002585,spec16,0.0019334712129221998
dipolar_002631,spec16,0.012057017530475278
dipolar_002635,spec16,0.011500336309119064
dipolar_002646,spec16,0.0005434477701533602
dipolar_002647,locked_778,0.001688807936029768
dipolar_002653,spec16,0.005737809730437249
dipolar_002689,spec16,0.00387809006712736
dipolar_002696,spec16,0.0125062434673886
dipolar_002731,locked_778,0.011198178128230651
dipolar_002757,locked_778,0.0011265698859723727
dipolar_002762,locked_778,0.00017379289761976224
dipolar_002765,spec16,0.002399803565514169
dipolar_002766,spec16,0.012627308767601875
dipolar_002782,locked_778,0.0020845480671995986
dipolar_002784,locked_778,0.005434042308278819
dipolar_002805,locked_778,0.0020747314972601183
dipolar_002808,locked_778,0.0028868421804837396
dipolar_002810,spec16,0.01209104856270038
dipolar_002814,locked_778,0.0046520950412791695
dipolar_002817,locked_778,0.003719212828716678
dipolar_002819,locked_778,0.007847859231293164
dipolar_002856,locked_778,0.0018067616407542175
dipolar_002861,spec16,0.0006285010144395642
dipolar_002862,spec16,0.0015042478590228114
dipolar_002864,locked_778,0.006184957221179788
dipolar_002882,locked_778,0.01193693974547072
dipolar_002893,spec16,0.0028135557564645808
dipolar_002912,spec16,0.012801950543778418
dipolar_002918,spec16,0.012525501940867101
dipolar_002952,locked_778,0.0020351798275370925
dipolar_002959,spec16,0.006888449338779523
dipolar_002978,locked_778,0.0034522741153200087
dipolar_003007,spec16,0.002347874287324636
dipolar_003079,spec16,0.006699495723800908
dipolar_003087,spec16,0.0014316273945684799
dipolar_003092,spec16,0.0010753355371972972
dipolar_003100,spec16,0.003114866437664787
dipolar_003109,spec16,0.009950963978171856
dipolar_003110,spec16,0.0061870391713974016
dipolar_003124,spec16,0.0077891512569276955
dipolar_003141,locked_778,0.00030498879496398956
dipolar_003151,locked_778,0.004895045890677352
dipolar_003154,spec16,0.006350805543085869
dipolar_003162,spec16,0.0033496236580852212
dipolar_003171,spec16,0.00609800600013255
dipolar_003179,spec16,0.005739108048260277
dipolar_003211,locked_778,0.007175867293762739
dipolar_003237,spec16,0.005211131492867338
dipolar_003258,spec16,0.006499881221754933
dipolar_003264,spec16,0.005652699882084278
dipolar_003289,spec16,0.001933022378462823
dipolar_003315,locked_778,0.0009985629673430196
dipolar_003318,spec16,0.01431364358391285
dipolar_003347,spec16,0.016656676919122537
dipolar_003369,locked_778,0.011338672665433203
dipolar_003370,locked_778,0.004828370657348202
dipolar_003390,locked_778,0.010908512705782414
dipolar_003402,locked_778,0.005600221815859285
dipolar_003416,locked_778,0.01233464204269985
dipolar_003435,spec16,0.004258351966203833
dipolar_003470,spec16,0.006501506554123182
dipolar_003476,spec16,0.007726998927862994
dipolar_003505,spec16,0.002366943305865732
dipolar_003510,spec16,0.000826997222139525
dipolar_003512,locked_778,0.002133526614014336
dipolar_003520,locked_778,0.00034694857864536743
dipolar_003532,locked_778,0.0010762570629800905
dipolar_003549,locked_778,0.006837128485139843
dipolar_003561,spec16,0.012011262037852966
dipolar_003569,locked_778,0.006939014070578509
dipolar_003575,locked_778,0.00917370058898026
dipolar_003586,spec16,0.014217184688194884
dipolar_003592,spec16,0.003100209326563075
dipolar_003596,locked_778,0.003337596689060973
dipolar_003606,spec16,0.004554918627595939
dipolar_003618,spec16,0.00022110802490082904
dipolar_003623,spec16,0.0037768453838928906
dipolar_003628,locked_778,0.0139568229901883
dipolar_003648,locked_778,0.0022065361487990653
dipolar_003678,spec16,0.0005274940927244565
dipolar_003681,spec16,0.00375222100569772
dipolar_003719,locked_778,0.002032556154766496
dipolar_003732,spec16,0.02222384960724888
dipolar_003734,spec16,0.0010264602517953136
dipolar_003796,spec16,0.0029239190293015582
dipolar_003799,locked_778,0.0054277037802066275
dipolar_003826,spec16,0.004386818613248522
dipolar_003831,spec16,0.005778996061216901
dipolar_003839,locked_778,0.001025015215939895
dipolar_003914,spec16,0.037792862463732035
dipolar_003948,locked_778,0.009895340867679181
dipolar_003962,spec16,0.007939866951395036
dipolar_003995,spec16,0.006642240589009418
dipolar_004006,spec16,0.006916189616600121
dipolar_004009,locked_778,0.009653068224722006
dipolar_004015,spec16,0.006613514661808484
dipolar_004025,locked_778,0.013523875197943624
dipolar_004038,locked_778,0.006145878524218773
dipolar_004042,locked_778,0.0019024088282773022
dipolar_004057,spec16,0.00973597974494922
dipolar_004064,locked_778,0.006445843926982775
dipolar_004082,spec16,0.009486846683528505
dipolar_004087,locked_778,0.008282638123139563
dipolar_004094,locked_778,0.003342181913099651
dipolar_004150,locked_778,0.0008078756778076013
dipolar_004158,locked_778,0.006887580501802049
dipolar_004173,spec16,0.01098787105336907
dipolar_004177,spec16,0.0021870732881570376
dipolar_004181,locked_778,0.004324009449220512
dipolar_004182,locked_778,0.0025189188475378543
dipolar_004207,spec16,0.0025461276719749293
dipolar_004241,spec16,0.009720641144769004
dipolar_004283,spec16,0.008786113908621829
dipolar_004305,spec16,0.006663055175035737
dipolar_004328,spec16,0.009005510897917901
dipolar_004359,locked_778,0.0026554518032391172
dipolar_004383,locked_778,0.006717149909272635
dipolar_004413,locked_778,0.002760237646286967
dipolar_004417,locked_778,0.000868682369477014
dipolar_004419,spec16,0.005830876456975886
dipolar_004439,locked_778,0.00859347731153548
dipolar_004446,spec16,0.015346324342740303
dipolar_004447,locked_778,0.008621349304609005
dipolar_004448,spec16,0.005687057906813564
dipolar_004453,spec16,0.011732100938736778
dipolar_004489,spec16,0.0040173996069832185
dipolar_004494,locked_778,0.0023476032317883977
dipolar_004535,spec16,0.003896131970195338
dipolar_004537,locked_778,0.0014676261938166846
dipolar_004557,locked_778,0.011198197724803016
dipolar_004574,spec16,0.00826092621069563
dipolar_004576,locked_778,0.013362712912543095
dipolar_004578,spec16,0.0015681501731652503
dipolar_004580,spec16,0.0056060004908315975
dipolar_004582,locked_778,0.014213645356021098
dipolar_004594,locked_778,0.0018751433742396628
dipolar_004652,locked_778,0.0038570926380114834
dipolar_004654,locked_778,0.014720737962171881
dipolar_004662,locked_778,0.00044855833572654547
dipolar_004717,spec16,0.006401915438263295
dipolar_004748,locked_778,0.0026702948256982495
dipolar_004752,locked_778,0.0039029275506035077
dipolar_004757,spec16,0.0023980748668535057
dipolar_004759,spec16,0.004709844570914834
dipolar_004762,spec16,0.001682392609982486
dipolar_004770,locked_778,0.010056292902791863
dipolar_004773,spec16,0.0007945739164192389
dipolar_004790,spec16,0.011836953462243116
dipolar_004797,spec16,0.004447062210013897
dipolar_004798,locked_778,0.006402458756170404
dipolar_004821,spec16,0.003716729913622263
dipolar_004845,locked_778,0.0009674272543787055
dipolar_004857,locked_778,0.004989884424187796
dipolar_004885,spec16,0.0017981027250257853
dipolar_004892,locked_778,0.0022001806034346316
dipolar_004918,locked_778,0.0005512148117845506
dipolar_004919,locked_778,0.002804002146349849
dipolar_004941,locked_778,0.005781277114724759
dipolar_004948,spec16,0.0009386324273279456
dipolar_004963,spec16,0.002917445760630244
dipolar_004986,spec16,0.002254566941125802
dipolar_004992,spec16,0.007574430292038414
dipolar_005066,locked_778,0.006654776693967079
dipolar_005068,spec16,0.004129011963218687
dipolar_005073,spec16,0.015301936376737046
dipolar_005107,spec16,0.010033966196800748
dipolar_005117,spec16,0.012021809704322095
dipolar_005125,locked_778,0.0014390639313548448
dipolar_005133,locked_778,0.005133428486745473
dipolar_005147,spec16,0.0034574941282663474
dipolar_005148,locked_778,0.0022138724117031217
dipolar_005155,locked_778,0.011390853627037067
dipolar_005220,locked_778,0.0021073563690947594
dipolar_005221,spec16,0.0033244339156723868
dipolar_005272,locked_778,0.004634176015095193
dipolar_005283,spec16,0.01264864947837907
dipolar_005286,spec16,0.0026052915890524275
dipolar_005320,locked_778,0.0019740619860968422
dipolar_005323,locked_778,0.00326693805138234
dipolar_005324,spec16,0.0011323510846246165
dipolar_005326,spec16,0.003130921228936323
dipolar_005327,spec16,0.006194903397318541
dipolar_005328,spec16,0.012423565004466397
dipolar_005355,spec16,0.01191040300995494
dipolar_005356,locked_778,0.007351031969893285
dipolar_005357,locked_778,0.006560468787771612
dipolar_005361,locked_778,0.008020541693985805
dipolar_005378,spec16,0.00992154480016083
dipolar_005423,spec16,0.01058545456691995
dipolar_005425,locked_778,0.008096989459755122
dipolar_005429,spec16,0.010841413109915266
dipolar_005435,locked_778,0.003888552541852164
dipolar_005446,locked_778,0.01635590550005972
dipolar_005460,spec16,0.010754192929795181
dipolar_005468,spec16,0.002921560092149278
dipolar_005480,locked_778,0.016468512912126698
dipolar_005508,spec16,0.0019448864636029128
dipolar_005537,locked_778,0.011653481878161287
dipolar_005574,spec16,0.00987672412054863
dipolar_005580,spec16,0.003548586274604304
dipolar_005588,spec16,0.006393168206859201
dipolar_005604,spec16,0.00539865941606088
dipolar_005609,locked_778,0.008735513437732934
dipolar_005662,locked_778,0.0022819651862446833
dipolar_005691,spec16,0.003144432100707917
dipolar_005748,locked_778,0.00023630296603727174
dipolar_005790,spec16,0.0039717336870088715
dipolar_005812,locked_778,0.010809728075177105
dipolar_005825,locked_778,0.0008912797402642614
dipolar_005841,spec16,0.0023098032823227754
dipolar_005846,locked_778,0.0018462502402272207
dipolar_005885,locked_778,0.0031713471922927283
dipolar_005886,locked_778,0.009803621500530824
dipolar_005901,locked_778,0.004257908545879374
dipolar_005939,spec16,0.0013990911510459725
dipolar_005952,locked_778,0.003223111572367543
dipolar_005954,locked_778,0.005284151191965236
dipolar_005965,spec16,0.0007657684105559781
