reaction_id,family,quartile,delta_Ea,source
dipolar_005509,dipolar,0,13.168012298431329,reuse
dipolar_005551,dipolar,2,26.603176818399323,reuse
dipolar_005557,dipolar,2,21.16850970910993,reuse
dipolar_005700,dipolar,3,31.748020934916624,reuse
dipolar_005729,dipolar,2,24.00993270764669,reuse
dipolar_005734,dipolar,3,29.39909672815428,reuse
dipolar_005745,dipolar,0,5.428706463827203,reuse
dipolar_005862,dipolar,3,29.579764242969706,reuse
qmrxn20_e2_A_A_A_A_B_C,e2,3,31.994987999864087,reuse
qmrxn20_e2_A_A_A_D_A_B,e2,0,-7.149812372082583,reuse
qmrxn20_e2_A_A_A_E_B_B,e2,1,-0.0599106337689559,reuse
qmrxn20_e2_A_A_C_A_B_A,e2,2,2.042408608715492,reuse
qmrxn20_e2_A_A_C_D_A_A,e2,2,2.866497910993725,reuse
qmrxn20_e2_A_A_C_D_C_A,e2,1,0.5489991564303073,reuse
qmrxn20_e2_A_A_C_E_B_B,e2,0,-4.792804361544798,reuse
qmrxn20_e2_A_A_C_E_C_D,e2,3,28.4064344251564,reuse
qmrxn20_e2_A_A_E_A_A_B,e2,3,17.430305976713374,reuse
qmrxn20_e2_A_A_E_B_B_B,e2,1,-2.530256051969404,reuse
qmrxn20_e2_A_A_E_B_B_D,e2,3,40.413344620402704,reuse
qmrxn20_e2_A_A_E_D_C_B,e2,1,-2.494493382766131,reuse
qmrxn20_e2_A_B_A_A_C_C,e2,3,23.81725103362707,reuse
qmrxn20_e2_A_B_A_D_A_A,e2,2,5.48417032677184,reuse
qmrxn20_e2_A_B_A_D_B_A,e2,1,0.5437665783410892,reuse
qmrxn20_e2_A_B_A_E_B_D,e2,3,31.92832080126968,reuse
qmrxn20_e2_A_B_A_E_C_A,e2,1,-1.5740206912807504,reuse
qmrxn20_e2_A_B_A_E_C_B,e2,0,-3.4961902019605056,reuse
qmrxn20_e2_A_B_B_A_B_A,e2,2,1.530926663582415,reuse
qmrxn20_e2_A_B_B_E_C_A,e2,1,0.2971027764693268,reuse
qmrxn20_e2_A_B_C_A_A_A,e2,0,-2.607440248742424,reuse
qmrxn20_e2_A_B_C_A_C_B,e2,0,-6.830924065267304,reuse
qmrxn20_e2_A_B_C_D_B_A,e2,0,-3.740690367198594,reuse
qmrxn20_e2_A_B_C_E_C_A,e2,0,-4.968341294091832,reuse
qmrxn20_e2_A_B_D_D_C_B,e2,0,-3.843425512201992,reuse
qmrxn20_e2_A_B_D_E_C_B,e2,0,-5.116884530924805,reuse
qmrxn20_e2_A_B_E_A_B_B,e2,2,0.7431302790375663,reuse
qmrxn20_e2_A_B_E_A_C_A,e2,2,1.6009131960269964,reuse
qmrxn20_e2_A_B_E_A_C_B,e2,2,1.6719249927027815,reuse
qmrxn20_e2_A_B_E_E_B_B,e2,1,-1.8056294554098773,reuse
qmrxn20_e2_A_C_A_A_C_D,e2,3,23.040122672590705,reuse
qmrxn20_e2_A_C_A_C_B_B,e2,0,-5.617649324128032,reuse
qmrxn20_e2_A_C_A_C_C_D,e2,3,21.635601843671328,reuse
qmrxn20_e2_A_C_A_E_C_A,e2,0,-2.7917007302006525,reuse
qmrxn20_e2_A_C_A_E_C_B,e2,0,-4.703066097909685,reuse
qmrxn20_e2_A_C_B_E_C_D,e2,3,26.977174183565623,reuse
qmrxn20_e2_A_C_C_B_B_A,e2,2,4.350481611761419,reuse
qmrxn20_e2_A_C_D_A_B_B,e2,1,-2.534758288166215,reuse
qmrxn20_e2_A_C_D_A_C_B,e2,0,-4.105112396612469,reuse
qmrxn20_e2_A_C_D_E_B_A,e2,1,-1.065345219916655,reuse
qmrxn20_e2_A_C_D_E_C_A,e2,0,-4.391465164001872,reuse
qmrxn20_e2_A_C_E_A_B_A,e2,2,1.9632003474277664,reuse
qmrxn20_e2_A_C_E_C_B_B,e2,1,-0.6529132287396294,reuse
qmrxn20_e2_A_C_E_E_A_A,e2,2,4.350582900000734,reuse
qmrxn20_e2_A_D_A_D_B_B,e2,2,4.3301281625636765,reuse
qmrxn20_e2_A_D_B_E_A_A,e2,0,-3.798118791858277,reuse
qmrxn20_e2_A_D_B_E_B_B,e2,2,2.4354936286495663,reuse
qmrxn20_e2_A_D_D_C_A_A,e2,0,-6.851217261208807,reuse
qmrxn20_e2_A_D_D_D_C_B,e2,1,0.6751044992031534,reuse
qmrxn20_e2_A_D_D_E_C_B,e2,2,1.2365716002636058,reuse
qmrxn20_e2_A_D_E_B_B_C,e2,3,31.846819927544995,reuse
qmrxn20_e2_A_D_E_C_C_A,e2,2,3.640249604566829,reuse
qmrxn20_e2_A_D_E_C_C_B,e2,0,-4.026311588412346,reuse
qmrxn20_e2_A_D_E_E_B_B,e2,2,5.015144991940093,reuse
qmrxn20_e2_A_E_A_B_A_A,e2,0,-3.098585494708888,reuse
qmrxn20_e2_A_E_A_C_B_A,e2,1,-1.643341139878479,reuse
qmrxn20_e2_A_E_A_C_B_B,e2,2,1.5328522931551574,reuse
qmrxn20_e2_A_E_A_C_C_B,e2,1,-2.052740008126833,reuse
qmrxn20_e2_A_E_A_E_B_B,e2,3,7.797138172410717,reuse
qmrxn20_e2_A_E_A_E_C_B,e2,2,4.507176104038139,reuse
qmrxn20_e2_A_E_B_A_C_B,e2,0,-4.112904564199284,reuse
qmrxn20_e2_A_E_B_D_B_B,e2,0,-7.359075710537458,reuse
qmrxn20_e2_A_E_C_D_A_B,e2,3,9.049628040231864,reuse
qmrxn20_e2_A_E_D_B_A_A,e2,1,-2.083262557114776,reuse
qmrxn20_e2_A_E_D_E_B_B,e2,3,8.72049458842941,reuse
qmrxn20_e2_A_E_E_B_A_A,e2,2,1.592681915316121,reuse
qmrxn20_e2_A_E_E_C_A_A,e2,1,-2.164857499835545,reuse
qmrxn20_e2_A_E_E_E_C_B,e2,3,7.588009676903527,reuse
qmrxn20_e2_B_A_A_A_A_B,e2,1,-0.2891308573915734,reuse
qmrxn20_e2_B_A_A_C_A_A,e2,1,-1.774475367048613,reuse
qmrxn20_e2_B_A_B_E_C_C,e2,3,17.38728688545245,reuse
qmrxn20_e2_B_A_D_B_B_A,e2,1,-0.0408533767196585,reuse
qmrxn20_e2_B_A_D_C_C_C,e2,3,15.236161922712313,reuse
qmrxn20_e2_B_A_D_E_C_B,e2,1,-0.6598779062795277,reuse
qmrxn20_e2_B_D_A_E_A_A,e2,3,6.795636184964488,reuse
qmrxn20_e2_B_D_A_E_C_B,e2,1,0.0988392857869496,reuse
qmrxn20_e2_B_D_B_E_C_B,e2,1,-0.1715695972902455,reuse
qmrxn20_e2_B_D_D_A_B_B,e2,1,0.3365418493973502,reuse
qmrxn20_e2_B_D_D_A_C_A,e2,1,-2.0026522904418487,reuse
qmrxn20_e2_B_D_D_D_B_B,e2,1,0.3830449085385909,reuse
qmrxn20_e2_B_D_D_E_A_A,e2,3,6.393429875485728,reuse
qmrxn20_e2_B_D_D_E_B_A,e2,2,2.9510222994914166,reuse
qmrxn20_e2_B_D_D_E_B_B,e2,2,4.03394472426527,reuse
qmrxn20_e2_B_D_E_B_A_A,e2,0,-2.730853507140522,reuse
qmrxn20_e2_B_D_E_D_B_A,e2,1,-2.324089680469574,reuse
qmrxn20_e2_B_D_E_E_B_B,e2,3,6.978928535197738,reuse
qmrxn20_e2_B_D_E_E_C_B,e2,2,6.057665162670872,reuse
qmrxn20_e2_B_E_A_A_C_A,e2,0,-6.786225356792826,reuse
qmrxn20_e2_B_E_A_C_C_A,e2,2,4.488095648930881,reuse
qmrxn20_e2_B_E_A_D_B_A,e2,3,9.60581746882027,reuse
qmrxn20_e2_B_E_A_D_B_C,e2,3,29.17946974983288,reuse
qmrxn20_e2_B_E_A_D_C_B,e2,3,12.17633229462525,reuse
qmrxn20_e2_B_E_E_C_B_B,e2,1,0.4332437005037654,reuse
qmrxn20_e2_B_E_E_D_B_B,e2,3,9.6813735351802,reuse
qmrxn20_e2_B_E_E_D_B_C,e2,3,25.269083477143237,reuse
qmrxn20_e2_B_E_E_E_B_B,e2,2,2.924250537676977,reuse
qmrxn20_e2_B_E_E_E_C_A,e2,2,0.8361107742161608,reuse
qmrxn20_e2_C_A_A_E_B_C,e2,3,27.85952319795565,reuse
qmrxn20_e2_C_C_B_B_B_A,e2,0,-8.431964388118667,reuse
qmrxn20_e2_C_C_C_D_B_C,e2,3,12.533123798929022,reuse
qmrxn20_e2_C_C_C_D_C_C,e2,3,8.488853500912853,reuse
qmrxn20_e2_C_C_D_B_A_A,e2,0,-3.721991602748875,reuse
qmrxn20_e2_C_C_D_D_B_B,e2,0,-4.405269912612891,reuse
qmrxn20_e2_C_C_E_B_B_A,e2,2,1.529519002360612,reuse
qmrxn20_e2_C_D_A_D_B_A,e2,2,1.643182053641158,reuse
qmrxn20_e2_C_D_A_E_A_A,e2,2,6.195606702389004,reuse
qmrxn20_e2_C_D_A_E_B_B,e2,2,2.0113271714642567,reuse
qmrxn20_e2_C_D_A_E_C_B,e2,1,-0.3219310428577147,reuse
qmrxn20_e2_C_D_C_E_B_B,e2,0,-4.593005722266076,reuse
qmrxn20_e2_C_D_C_E_C_C,e2,3,17.577302336439708,reuse
qmrxn20_e2_C_D_D_D_B_A,e2,1,-0.0803043627847791,reuse
qmrxn20_e2_C_D_E_A_B_A,e2,1,-0.4542526060216141,reuse
qmrxn20_e2_C_D_E_A_C_A,e2,0,-2.548852695468704,reuse
qmrxn20_e2_C_D_E_D_A_A,e2,2,4.426075573485719,reuse
qmrxn20_e2_C_D_E_E_B_B,e2,2,2.9814890741708715,reuse
qmrxn20_e2_C_E_A_A_B_A,e2,3,6.721177276176903,reuse
qmrxn20_e2_C_E_A_A_B_B,e2,3,9.487476533910298,reuse
qmrxn20_e2_C_E_A_B_C_B,e2,2,2.2843493742905725,reuse
qmrxn20_e2_C_E_A_E_A_A,e2,3,12.312094383546698,reuse
qmrxn20_e2_C_E_A_E_B_C,e2,3,24.801533840507087,reuse
qmrxn20_e2_C_E_B_A_B_A,e2,1,-2.2536732411651403,reuse
qmrxn20_e2_C_E_B_A_C_B,e2,1,-0.0592153154666175,reuse
qmrxn20_e2_C_E_C_A_A_B,e2,2,1.3769687169602771,reuse
qmrxn20_e2_D_C_D_D_C_B,e2,1,-1.9557526495783952,reuse
qmrxn20_e2_D_C_E_B_B_C,e2,3,27.489854700353355,reuse
qmrxn20_e2_D_D_A_C_A_A,e2,1,-1.1563005086837532,reuse
qmrxn20_e2_D_D_A_C_C_B,e2,0,-3.0179594980893096,reuse
qmrxn20_e2_D_D_C_E_B_C,e2,3,30.76425699854772,reuse
qmrxn20_e2_D_D_C_E_C_B,e2,2,3.344564491412062,reuse
qmrxn20_e2_D_E_A_B_A_A,e2,1,-1.7399031467054742,reuse
qmrxn20_e2_D_E_A_B_C_B,e2,0,-4.160193098163036,reuse
qmrxn20_e2_D_E_A_C_B_A,e2,0,-2.6350912014942893,reuse
qmrxn20_e2_D_E_A_D_C_B,e2,2,5.1690672540110665,reuse
qmrxn20_e2_D_E_A_E_B_B,e2,3,11.067430889814696,reuse
qmrxn20_e2_D_E_B_A_B_B,e2,2,2.807810710576107,reuse
qmrxn20_e2_D_E_B_C_C_B,e2,1,-0.6287713955244358,reuse
qmrxn20_e2_D_E_B_D_B_B,e2,0,-2.8593351363866564,reuse
qmrxn20_e2_D_E_C_D_C_A,e2,0,-2.7069584660259918,reuse
qmrxn20_e2_D_E_C_E_A_A,e2,1,-0.5326145107289966,reuse
qmrxn20_e2_D_E_D_D_C_B,e2,2,5.269437723769223,reuse
qmrxn20_e2_D_E_E_E_B_B,e2,3,9.626669808813086,reuse
qmrxn20_e2_E_A_A_B_B_A,e2,2,1.523582049910307,reuse
qmrxn20_e2_E_A_A_D_A_B,e2,1,-0.7009415696086092,reuse
qmrxn20_e2_E_A_B_D_B_B,e2,1,-2.2746582265259234,reuse
qmrxn20_e2_E_A_B_E_B_A,e2,1,-1.2147213583307968,reuse
qmrxn20_e2_E_A_D_D_C_B,e2,0,-20.673766273053197,reuse
qmrxn20_e2_E_B_A_B_B_A,e2,0,-5.044577997427757,reuse
qmrxn20_sn2_A_A_A_C_B_A,sn2,0,6.45059971910984,reuse
qmrxn20_sn2_A_A_A_E_A_C,sn2,3,40.28365579547559,reuse
qmrxn20_sn2_A_A_B_B_A_B,sn2,0,9.80512702735056,reuse
qmrxn20_sn2_A_A_B_C_B_A,sn2,0,4.995762580912035,reuse
qmrxn20_sn2_A_A_B_C_C_B,sn2,0,1.494637817554859,reuse
qmrxn20_sn2_A_A_B_D_A_C,sn2,3,39.882345425181896,reuse
qmrxn20_sn2_A_A_B_E_A_A,sn2,1,15.894413816864535,reuse
qmrxn20_sn2_A_A_B_E_B_B,sn2,1,12.95760822141887,reuse
qmrxn20_sn2_A_A_C_A_A_D,sn2,3,45.90240637731061,reuse
qmrxn20_sn2_A_A_C_B_B_D,sn2,2,26.92315170320039,reuse
qmrxn20_sn2_A_A_C_C_C_D,sn2,2,22.854158280620247,reuse
qmrxn20_sn2_A_A_C_D_A_C,sn2,3,41.808707889136016,reuse
qmrxn20_sn2_A_A_C_D_B_B,sn2,0,10.892832848900705,reuse
qmrxn20_sn2_A_A_C_E_A_D,sn2,3,39.633075698406586,reuse
qmrxn20_sn2_A_A_C_E_B_B,sn2,1,12.263186065399909,reuse
qmrxn20_sn2_A_A_C_E_C_B,sn2,0,8.961009671694478,reuse
qmrxn20_sn2_A_A_D_B_B_B,sn2,0,3.2483614256608373,reuse
qmrxn20_sn2_A_A_D_E_A_B,sn2,2,24.55789310336267,reuse
qmrxn20_sn2_A_A_D_E_A_D,sn2,3,39.80136585400553,reuse
qmrxn20_sn2_A_A_E_B_A_A,sn2,2,19.907220867585163,reuse
qmrxn20_sn2_A_A_E_B_C_A,sn2,0,6.116389873647229,reuse
qmrxn20_sn2_A_A_E_E_C_B,sn2,1,17.674502415881967,reuse
qmrxn20_sn2_A_B_A_B_A_A,sn2,0,2.3368732859221995,reuse
qmrxn20_sn2_A_B_A_E_B_B,sn2,0,10.824220156587613,reuse
qmrxn20_sn2_A_B_B_D_C_A,sn2,0,-6.578390408091568,reuse
qmrxn20_sn2_A_B_C_D_A_A,sn2,0,5.649253865679706,reuse
qmrxn20_sn2_A_B_C_D_B_B,sn2,0,5.5960514256556895,reuse
qmrxn20_sn2_A_B_C_E_A_C,sn2,3,36.05680919634319,reuse
qmrxn20_sn2_A_B_D_D_A_B,sn2,0,8.084838141879692,reuse
qmrxn20_sn2_A_B_D_D_A_C,sn2,2,30.767206222292387,reuse
qmrxn20_sn2_A_B_D_E_B_B,sn2,1,13.759417826198549,reuse
