rxn_id,status,supported,n_atoms,elements,has_new_elements,has_any_halogen
1198,ok,True,37,BrCHNO,True,True
1199,ok,True,37,BrCHNO,True,True
120,ok,True,36,CFHNO,False,True
1200,ok,True,37,BrCHNO,True,True
1201,ok,True,37,BrCHNO,True,True
1202,ok,True,50,CHN,False,False
1203,ok,True,49,CHNO,False,False
1204,ok,True,49,CHNO,False,False
1205,ok,True,48,CHNO,False,False
1206,ok,True,48,CHNO,False,False
1207,ok,True,48,CHNO,False,False
1208,ok,True,48,CHNO,False,False
1209,ok,True,37,CClHNO,True,True
121,ok,True,36,CFHNO,False,True
1210,ok,True,37,CClHNO,True,True
1211,ok,True,37,CClHNO,True,True
1212,ok,True,37,CClHNO,True,True
1213,ok,True,49,CHNO,False,False
1214,ok,True,49,CHNO,False,False
1215,ok,True,49,CHNO,False,False
1216,ok,True,49,CHNO,False,False
1217,ok,True,55,CHNO,False,False
1218,ok,True,55,CHNO,False,False
1219,ok,True,48,CHNO,False,False
122,ok,True,30,CHNO,False,False
1220,ok,True,48,CHNO,False,False
1221,ok,True,48,CFHNO,False,True
1222,ok,True,48,CFHNO,False,True
1223,ok,True,45,CClFHNO,True,True
1224,ok,True,45,CClFHNO,True,True
1225,ok,True,33,BrCHNO,True,True
1227,ok,True,50,CHNO,False,False
1228,ok,True,40,CFHNO,False,True
1229,ok,True,40,CFHNO,False,True
123,ok,True,30,CHNO,False,False
1230,ok,True,53,CHNO,False,False
1231,ok,True,53,CHNO,False,False
1232,ok,True,39,CFHNO,False,True
1233,ok,True,39,CFHNO,False,True
1234,ok,True,46,CClHNO,True,True
1235,ok,True,46,CClHNO,True,True
1236,ok,True,49,CHNO,False,False
1237,ok,True,49,CHNO,False,False
1238,ok,True,39,CClHNO,True,True
1239,ok,True,39,CClHNO,True,True
124,ok,True,27,CClHNO,True,True
1240,ok,True,45,CClHNO,True,True
1241,ok,True,45,CClHNO,True,True
1242,ok,True,45,CFHNO,False,True
1243,ok,True,44,CFHNO,False,True
1244,ok,True,44,CFHNO,False,True
1245,ok,True,41,BrCHNO,True,True
1246,ok,True,41,BrCHNO,True,True
1247,ok,True,41,CClHNO,True,True
1248,ok,True,41,CClHNO,True,True
1249,ok,True,53,CHNO,False,False
125,ok,True,27,CClHNO,True,True
1250,ok,True,53,CHNO,False,False
1251,ok,True,41,CHNO,False,False
1252,ok,True,44,CFHNO,False,True
1254,ok,True,41,CClHNO,True,True
1256,ok,True,42,CClFHN,True,True
1257,ok,True,52,CHNO,False,False
1258,ok,True,47,CHNO,False,False
1259,ok,True,47,CHNO,False,False
126,ok,True,27,CClHNO,True,True
1260,ok,True,44,CHNO,False,False
1261,ok,True,44,CHNO,False,False
1262,ok,True,48,CHNO,False,False
1263,ok,True,48,CHNO,False,False
1264,ok,True,41,CHNO,False,False
1265,ok,True,48,CFHN,False,True
1266,ok,True,48,CFHN,False,True
1267,ok,True,42,CHNO,False,False
1268,ok,True,42,CHNO,False,False
1269,ok,True,35,BrCHNO,True,True
127,ok,True,27,CClHNO,True,True
1271,ok,True,35,BrCHNO,True,True
1272,ok,True,35,BrCHNO,True,True
1273,ok,True,48,CFHO,False,True
1274,ok,True,48,CFHO,False,True
1275,ok,True,43,CHNO,False,False
1276,ok,True,43,CHNO,False,False
1277,ok,True,43,CHNO,False,False
1278,ok,True,43,CHNO,False,False
1279,ok,True,44,CClHNO,True,True
128,ok,True,33,CHNO,False,False
1280,ok,True,44,CClHNO,True,True
1281,ok,True,46,CHNO,False,False
1282,ok,True,46,CHNO,False,False
1283,ok,True,45,CHNO,False,False
1285,ok,True,45,CHNO,False,False
1287,ok,True,39,CClFHNO,True,True
1288,ok,True,39,CClFHNO,True,True
1289,ok,True,51,CHN,False,False
129,ok,True,33,CHNO,False,False
1290,ok,True,46,CHNO,False,False
1291,ok,True,46,CHNO,False,False
1292,ok,True,38,BrCHNO,True,True
1293,ok,True,38,BrCHNO,True,True
1294,ok,True,38,BrCHNO,True,True
1295,ok,True,38,BrCHNO,True,True
1296,ok,True,49,CHNO,False,False
1297,ok,True,49,CHNO,False,False
1298,ok,True,44,CHNO,False,False
1299,ok,True,44,CHNO,False,False
13,ok,True,24,CHNO,False,False
130,ok,True,29,CHNO,False,False
1300,ok,True,44,CHNO,False,False
1301,ok,True,44,CHNO,False,False
1302,ok,True,48,CHO,False,False
1303,ok,True,48,CHO,False,False
1305,ok,True,48,CHO,False,False
1306,ok,True,52,CHNO,False,False
1308,ok,True,43,CFHNO,False,True
1309,ok,True,43,CFHNO,False,True
131,ok,True,29,CHNO,False,False
1311,ok,True,43,CFHNO,False,True
1312,ok,True,45,CHNO,False,False
1313,ok,True,45,CHNO,False,False
1314,ok,True,45,CHNO,False,False
1315,ok,True,45,CHNO,False,False
1316,ok,True,41,BrCHNO,True,True
1317,ok,True,41,BrCHNO,True,True
132,ok,True,25,CHNO,False,False
1320,ok,True,43,CClHNO,True,True
1321,ok,True,43,CClHNO,True,True
1322,ok,True,43,CHNO,False,False
1323,ok,True,44,CFHNO,False,True
1324,ok,True,44,CFHNO,False,True
1325,ok,True,41,CClHNO,True,True
1326,ok,True,45,CHNO,False,False
1327,ok,True,45,CHNO,False,False
1328,ok,True,38,CFHNO,False,True
1329,ok,True,38,CFHNO,False,True
133,ok,True,25,CHNO,False,False
1330,ok,True,38,CFHNO,False,True
1331,ok,True,38,CFHNO,False,True
1332,ok,True,51,CFHNO,False,True
1333,ok,True,51,CFHNO,False,True
1334,ok,True,46,CHNO,False,False
1335,ok,True,46,CHNO,False,False
1336,ok,True,45,CHNO,False,False
1337,ok,True,45,CHNO,False,False
1339,ok,True,45,CHNO,False,False
134,ok,True,28,CFHNO,False,True
1341,ok,True,43,CFHNO,False,True
1342,ok,True,43,CFHNO,False,True
1343,ok,True,42,CHNO,False,False
1345,ok,True,50,CHNO,False,False
1346,ok,True,50,CHNO,False,False
1347,ok,True,48,CHNO,False,False
1349,ok,True,40,CFHNO,False,True
135,ok,True,28,CFHNO,False,True
1352,ok,True,42,BrCHNO,True,True
1353,ok,True,42,BrCHNO,True,True
1354,ok,True,41,CClHNO,True,True
1355,ok,True,47,CHNO,False,False
1357,ok,True,40,BrCFHNO,True,True
1358,ok,True,40,BrCFHNO,True,True
1359,ok,True,45,CFHNO,False,True
136,ok,True,30,CHNO,False,False
1360,ok,True,45,CFHNO,False,True
1361,ok,True,40,CFHNO,False,True
1362,ok,True,40,CFHNO,False,True
1363,ok,True,40,CFHNO,False,True
1364,ok,True,40,CFHNO,False,True
1365,ok,True,34,CClFHO,True,True
1366,ok,True,34,CClFHO,True,True
1367,ok,True,34,CClFHO,True,True
1368,ok,True,34,CClFHO,True,True
1369,ok,True,44,CClHNO,True,True
137,ok,True,30,CHNO,False,False
1370,ok,True,44,CClHNO,True,True
1371,ok,True,41,BrCHNO,True,True
1372,ok,True,41,BrCHNO,True,True
1373,ok,True,41,CFHNO,False,True
1374,ok,True,41,CFHNO,False,True
1375,ok,True,54,CHNO,False,False
1376,ok,True,50,CHNO,False,False
1378,ok,True,49,CHNO,False,False
1379,ok,True,49,CHNO,False,False
138,ok,True,26,BrCHO,True,True
1381,ok,True,44,CClHNO,True,True
1382,ok,True,45,CFHNO,False,True
1383,ok,True,45,CFHNO,False,True
1384,ok,True,45,CFHNO,False,True
1385,ok,True,45,CFHNO,False,True
1386,ok,True,45,CFHNO,False,True
1388,ok,True,39,CClHNO,True,True
1389,ok,True,39,CClHNO,True,True
139,ok,True,26,BrCHO,True,True
1390,ok,True,49,CHNO,False,False
1391,ok,True,49,CHNO,False,False
1392,ok,True,51,CHNO,False,False
1393,ok,True,51,CHNO,False,False
1396,ok,True,41,CClHNO,True,True
1397,ok,True,41,CClHNO,True,True
1398,ok,True,51,CHNO,False,False
1399,ok,True,51,CHNO,False,False
14,ok,True,24,CHNO,False,False
140,ok,True,36,CHNO,False,False
1400,ok,True,51,CHNO,False,False
1401,ok,True,51,CHNO,False,False
1402,ok,True,34,BrCFHNO,True,True
1403,ok,True,34,BrCFHNO,True,True
1404,ok,True,51,CFHNO,False,True
1405,ok,True,51,CFHNO,False,True
1406,ok,True,46,CHNO,False,False
1407,ok,True,46,CHNO,False,False
1408,ok,True,46,CHNO,False,False
1409,ok,True,46,CHNO,False,False
141,ok,True,36,CHNO,False,False
1410,ok,True,37,BrCFHNO,True,True
1412,ok,True,37,BrCFHNO,True,True
1413,ok,True,37,BrCFHNO,True,True
1414,ok,True,45,CFHNO,False,True
1415,ok,True,40,BrCFHNO,True,True
1416,ok,True,40,BrCFHNO,True,True
1417,ok,True,47,CHNO,False,False
1418,ok,True,47,CHNO,False,False
142,ok,True,33,CHNO,False,False
1420,ok,True,46,CHO,False,False
1423,ok,True,49,CHNO,False,False
1424,ok,True,49,CHNO,False,False
1426,ok,True,33,BrCHNO,True,True
1427,ok,True,49,CHNO,False,False
1428,ok,True,49,CHNO,False,False
1429,ok,True,40,CFHNO,False,True
143,ok,True,33,CHNO,False,False
1430,ok,True,40,CFHNO,False,True
1431,ok,True,52,CHNO,False,False
1432,ok,True,50,CHNO,False,False
1433,ok,True,50,CHNO,False,False
1434,ok,True,51,CHNO,False,False
1435,ok,True,51,CHNO,False,False
1437,ok,True,40,CFHNO,False,True
1438,ok,True,40,CFHNO,False,True
1439,ok,True,40,CFHNO,False,True
144,ok,True,31,CFHNO,False,True
1440,ok,True,40,CFHNO,False,True
1441,ok,True,40,CFHNO,False,True
1442,ok,True,43,CFHNO,False,True
1445,ok,True,43,CFHNO,False,True
1446,ok,True,40,BrCHNO,True,True
1447,ok,True,40,BrCHNO,True,True
1448,ok,True,40,BrCHNO,True,True
1449,ok,True,40,BrCHNO,True,True
145,ok,True,31,CFHNO,False,True
1450,ok,True,42,CClHNO,True,True
1451,ok,True,42,CClHNO,True,True
1452,ok,True,42,CClHNO,True,True
1453,ok,True,42,CClHNO,True,True
1454,ok,True,50,CHNO,False,False
1455,ok,True,50,CHNO,False,False
1456,ok,True,45,CFHNO,False,True
1457,ok,True,45,CFHNO,False,True
1458,ok,True,50,CHNO,False,False
1459,ok,True,50,CHNO,False,False
146,ok,True,33,CHNO,False,False
1460,ok,True,44,CHNO,False,False
1461,ok,True,44,CHNO,False,False
1462,ok,True,47,CHNO,False,False
1463,ok,True,47,CHNO,False,False
1464,ok,True,46,CHNO,False,False
1465,ok,True,46,CHNO,False,False
1466,ok,True,44,CFHNO,False,True
1468,ok,True,44,CFHNO,False,True
1469,ok,True,44,CFHNO,False,True
147,ok,True,28,CHNO,False,False
1470,ok,True,46,CFHNO,False,True
1471,ok,True,46,CFHNO,False,True
1472,ok,True,51,CHNO,False,False
1473,ok,True,51,CHNO,False,False
1474,ok,True,38,BrCHNO,True,True
1475,ok,True,38,BrCHNO,True,True
1476,ok,True,40,CClHNO,True,True
1477,ok,True,40,CClHNO,True,True
1478,ok,True,40,CClHNO,True,True
1479,ok,True,40,CClHNO,True,True
148,ok,True,34,CClHNO,True,True
1480,ok,True,39,CClHNO,True,True
1481,ok,True,41,CClHNO,True,True
1482,ok,True,41,CClHNO,True,True
1484,ok,True,41,CClHNO,True,True
1487,ok,True,53,CHNO,False,False
149,ok,True,34,CClHNO,True,True
1490,ok,True,44,CHNO,False,False
1491,ok,True,44,CHNO,False,False
1492,ok,True,51,CFHNO,False,True
1493,ok,True,51,CFHNO,False,True
1494,ok,True,38,BrCHNO,True,True
1495,ok,True,38,BrCHNO,True,True
1496,ok,True,36,CFHNO,False,True
1497,ok,True,36,CFHNO,False,True
1498,ok,True,39,CClHNO,True,True
1499,ok,True,39,CClHNO,True,True
15,ok,True,24,CHNO,False,False
150,ok,True,30,CFHNO,False,True
1500,ok,True,39,CClHNO,True,True
1501,ok,True,39,CClHNO,True,True
1504,ok,True,46,CHNO,False,False
1505,ok,True,46,CHNO,False,False
1506,ok,True,46,CHNO,False,False
1507,ok,True,46,CHNO,False,False
1508,ok,True,44,BrCHNO,True,True
1509,ok,True,44,BrCHNO,True,True
151,ok,True,30,CFHNO,False,True
1510,ok,True,47,CClHNO,True,True
1511,ok,True,47,CClHNO,True,True
1512,ok,True,46,CHNO,False,False
1513,ok,True,46,CHNO,False,False
1514,ok,True,46,CHNO,False,False
1515,ok,True,46,CHNO,False,False
1516,ok,True,41,CFHNO,False,True
1517,ok,True,41,CFHNO,False,True
1518,ok,True,41,CFHNO,False,True
1519,ok,True,41,CFHNO,False,True
152,ok,True,31,CFHNO,False,True
1520,ok,True,48,CFHNO,False,True
1521,ok,True,48,CFHNO,False,True
1523,ok,True,48,CFHNO,False,True
1524,ok,True,40,BrCHNO,True,True
1526,ok,True,34,BrCClHNO,True,True
1527,ok,True,34,BrCClHNO,True,True
1528,ok,True,48,CClHNO,True,True
1529,ok,True,48,CClHNO,True,True
153,ok,True,31,CFHNO,False,True
1530,ok,True,52,CHNO,False,False
1531,ok,True,52,CHNO,False,False
1534,ok,True,45,CClHNO,True,True
1535,ok,True,45,CClHNO,True,True
1536,ok,True,50,CHNO,False,False
1537,ok,True,49,CHNO,False,False
1538,ok,True,45,CHNO,False,False
1539,ok,True,45,CHNO,False,False
154,ok,True,36,CHNO,False,False
1540,ok,True,47,CHNO,False,False
1541,ok,True,47,CHNO,False,False
1542,ok,True,49,CHNO,False,False
1543,ok,True,49,CHNO,False,False
1544,ok,True,49,CHNO,False,False
1545,ok,True,49,CHNO,False,False
1546,ok,True,48,CFHNO,False,True
1547,ok,True,48,CFHNO,False,True
1549,ok,True,41,BrCHNO,True,True
155,ok,True,33,CHO,False,False
1550,ok,True,41,BrCHNO,True,True
1551,ok,True,41,BrCHNO,True,True
1552,ok,True,51,CHNO,False,False
1553,ok,True,51,CHNO,False,False
1554,ok,True,50,CHNO,False,False
1555,ok,True,50,CHNO,False,False
1556,ok,True,45,CClHNO,True,True
1557,ok,True,45,CClHNO,True,True
1558,ok,True,32,BrCHNO,True,True
1559,ok,True,46,CFHNO,False,True
156,ok,True,33,CHO,False,False
1560,ok,True,52,CFHNO,False,True
1561,ok,True,52,CFHNO,False,True
1562,ok,True,48,CClHNO,True,True
1563,ok,True,48,CClHNO,True,True
1564,ok,True,48,CHNO,False,False
1565,ok,True,48,CHNO,False,False
1566,ok,True,48,CHNO,False,False
1567,ok,True,48,CHNO,False,False
1568,ok,True,45,CClHNO,True,True
1569,ok,True,45,CClHNO,True,True
157,ok,True,25,CClHNO,True,True
1570,ok,True,50,CHNO,False,False
1571,ok,True,50,CHNO,False,False
1572,ok,True,44,CFHNO,False,True
1573,ok,True,44,CFHNO,False,True
1574,ok,True,44,CFHNO,False,True
1575,ok,True,44,CFHNO,False,True
1576,ok,True,47,BrCHNO,True,True
1577,ok,True,47,BrCHNO,True,True
1578,ok,True,40,BrCHNO,True,True
1579,ok,True,40,BrCHNO,True,True
158,ok,True,25,CClHNO,True,True
1580,ok,True,46,CFHNO,False,True
1581,ok,True,46,CFHNO,False,True
1582,ok,True,37,BrCHNO,True,True
1583,ok,True,37,BrCHNO,True,True
1584,ok,True,54,CHNO,False,False
1585,ok,True,46,CFHNO,False,True
1586,ok,True,46,CFHNO,False,True
1587,ok,True,46,CFHNO,False,True
1588,ok,True,46,CFHNO,False,True
1589,ok,True,45,CClHNO,True,True
159,ok,True,30,CClHNO,True,True
1590,ok,True,45,CClHNO,True,True
1591,ok,True,51,CHNO,False,False
1592,ok,True,51,CHNO,False,False
1597,ok,True,53,CHNO,False,False
16,ok,True,24,CHN,False,False
160,ok,True,30,CClHNO,True,True
1600,ok,True,47,CFHNO,False,True
1601,ok,True,52,CHNO,False,False
1602,ok,True,52,CHNO,False,False
1603,ok,True,54,CHNO,False,False
1604,ok,True,54,CHNO,False,False
1605,ok,True,47,CHNO,False,False
1606,ok,True,47,CHNO,False,False
1607,ok,True,47,CHNO,False,False
1608,ok,True,47,CHNO,False,False
1609,ok,True,50,CHNO,False,False
161,ok,True,27,CClHNO,True,True
1611,ok,True,48,CHNO,False,False
1612,ok,True,48,CHNO,False,False
1613,ok,True,48,CHNO,False,False
1614,ok,True,48,CHNO,False,False
1615,ok,True,35,BrCClHNO,True,True
1617,ok,True,35,BrCClHNO,True,True
1619,ok,True,51,CHNO,False,False
1620,ok,True,51,CHNO,False,False
1623,ok,True,50,CHNO,False,False
1624,ok,True,50,CHNO,False,False
1625,ok,True,47,CHNO,False,False
1627,ok,True,60,CHN,False,False
1628,ok,True,60,CHN,False,False
1629,ok,True,53,CHNO,False,False
163,ok,True,31,CHNO,False,False
1630,ok,True,53,CHNO,False,False
1631,ok,True,46,CFHNO,False,True
1632,ok,True,46,CFHNO,False,True
1634,ok,True,40,BrCHNO,True,True
1635,ok,True,40,BrCHNO,True,True
1636,ok,True,40,BrCHNO,True,True
1637,ok,True,39,BrCClHNO,True,True
1638,ok,True,39,BrCClHNO,True,True
1639,ok,True,43,CHNO,False,False
164,ok,True,31,CHNO,False,False
1640,ok,True,49,CClFHNO,True,True
1641,ok,True,49,CClFHNO,True,True
1642,ok,True,41,CFHNO,False,True
1643,ok,True,41,CFHNO,False,True
1644,ok,True,41,CFHNO,False,True
1645,ok,True,41,CFHNO,False,True
1646,ok,True,49,CHNO,False,False
1647,ok,True,49,CHNO,False,False
1648,ok,True,44,BrCHNO,True,True
1649,ok,True,44,BrCHNO,True,True
165,ok,True,29,CHNO,False,False
1650,ok,True,43,CFHN,False,True
1651,ok,True,47,CFHNO,False,True
1652,ok,True,47,CFHNO,False,True
1653,ok,True,51,CHNO,False,False
1654,ok,True,51,CHNO,False,False
1655,ok,True,51,CHNO,False,False
1656,ok,True,48,CFHNO,False,True
1657,ok,True,48,CFHNO,False,True
1658,ok,True,51,CHNO,False,False
1659,ok,True,51,CHNO,False,False
166,ok,True,29,CHNO,False,False
1660,ok,True,51,CHNO,False,False
1661,ok,True,51,CHNO,False,False
1662,ok,True,47,CHNO,False,False
1663,ok,True,47,CHNO,False,False
1664,ok,True,47,CHNO,False,False
1665,ok,True,47,CHNO,False,False
1666,ok,True,40,CFHNO,False,True
1667,ok,True,46,CFHNO,False,True
1668,ok,True,48,CHNO,False,False
1669,ok,True,48,CHNO,False,False
167,ok,True,36,CClHNO,True,True
1670,ok,True,40,BrCFHNO,True,True
1671,ok,True,40,BrCFHNO,True,True
1672,ok,True,48,CFHNO,False,True
1673,ok,True,48,CFHNO,False,True
1675,ok,True,48,CFHNO,False,True
1676,ok,True,37,BrCClHNO,True,True
1677,ok,True,37,BrCClHNO,True,True
1678,ok,True,55,CHNO,False,False
168,ok,True,36,CClHNO,True,True
1680,ok,True,52,CFHNO,False,True
1681,ok,True,52,CFHNO,False,True
1682,ok,True,46,CHNO,False,False
1684,ok,True,46,CHNO,False,False
1686,ok,True,41,CFHNO,False,True
1687,ok,True,50,CFHNO,False,True
1688,ok,True,50,CFHNO,False,True
1689,ok,True,53,CFHNO,False,True
169,ok,True,29,CHNO,False,False
1690,ok,True,53,CFHNO,False,True
1692,ok,True,50,CHNO,False,False
1693,ok,True,50,CHNO,False,False
1694,ok,True,50,CHNO,False,False
1695,ok,True,47,BrCHO,True,True
1696,ok,True,47,BrCHO,True,True
1697,ok,True,52,CHNO,False,False
1698,ok,True,49,CHNO,False,False
1699,ok,True,49,CHNO,False,False
17,ok,True,24,CFHO,False,True
170,ok,True,29,CHNO,False,False
1700,ok,True,43,CFHNO,False,True
1701,ok,True,43,CFHNO,False,True
1702,ok,True,45,CFHNO,False,True
1703,ok,True,48,CHNO,False,False
1704,ok,True,48,CHNO,False,False
1706,ok,True,48,CHNO,False,False
1707,ok,True,42,CFHNO,False,True
1708,ok,True,45,CClHNO,True,True
171,ok,True,32,CFHN,False,True
1710,ok,True,45,CClHNO,True,True
1711,ok,True,45,CClHNO,True,True
1715,ok,True,48,CHNO,False,False
1717,ok,True,52,CHNO,False,False
1718,ok,True,42,CFHNO,False,True
1719,ok,True,42,CFHNO,False,True
172,ok,True,26,CFHNO,False,True
1720,ok,True,42,CFHNO,False,True
1721,ok,True,42,CFHNO,False,True
1722,ok,True,44,CFHNO,False,True
1723,ok,True,44,CFHNO,False,True
1724,ok,True,44,CFHNO,False,True
