reaction_id,reaction_number,n_atoms_ts,n_heavy_1,n_heavy_2,d_forming_min,d_forming_2nd,barrier_dft,distortion_dft,interaction_dft,stuyver_barrier,verdict
dipolar_000487,44,37,13,8,2.6260058317718946,2.735871035611876,12.691529203642858,15.856358054792508,-3.1648288511496503,,clean
dipolar_000502,45,31,10,7,2.8357651389704333,2.9167681498706752,1.7681644603435416,4.781881116708973,-3.013716656365432,,clean
dipolar_000514,46,25,7,11,1.666231020567076,2.4169215183369115,-16.094551312969998,68.65887823473895,-84.75342954770895,,contaminated_bonded
dipolar_000517,47,42,10,11,1.4272184083033683,1.8333888841432415,0.2668786202557385,146.48758386768168,-146.22070524742594,,contaminated_bonded
dipolar_000535,48,38,12,9,2.8824923104494142,2.961258433183433,4.8580549822654575,10.36395619873656,-5.505901216471102,,clean
dipolar_000541,49,36,9,12,2.7988722576423526,2.817175646849163,2.936132338072639,7.1431799866841175,-4.2070476486114785,,clean
dipolar_000551,50,33,9,9,1.8594277145670386,1.8655885412919966,-20.35475058775046,75.35336973881931,-95.70812032656977,,clean
dipolar_000561,51,40,10,11,2.9767868261600463,2.9784004947118845,6.999745715293102,14.234705056936946,-7.234959341643844,,clean
dipolar_000568,52,43,10,12,2.5376281477986486,2.997217100061322,9.466259956068825,11.0841723807971,-1.6179124247282743,,clean
dipolar_000583,53,40,7,14,1.7229928181800411,1.9290969121068025,-11.210359258053359,96.88279482012149,-108.09315407817485,,contaminated_bonded
dipolar_000606,54,37,11,12,1.2738311485043847,2.1848992746577585,64.62134445144329,134.17980167275527,-69.55845722131198,,contaminated_bonded
dipolar_000628,55,30,8,9,1.874541916442521,2.366005302720178,-6.964654661715031,58.40734693611739,-65.37200159783242,,clean
dipolar_000648,56,38,14,10,1.7556895758931874,1.9739698448051328,-10.235275665385416,101.19705496102688,-111.4323306264123,,contaminated_bonded
dipolar_000658,57,43,14,9,2.810861328223077,2.9312249081399404,5.222166235849727,8.891140836960403,-3.6689746011106763,,clean
dipolar_000700,58,44,11,11,1.562408299261112,2.328242167430184,17.995387995732017,132.29293765395414,-114.29754965822212,,contaminated_bonded
dipolar_000721,59,36,10,13,1.768550173334079,2.2782100637781406,-13.545878591714427,90.65394200693117,-104.1998205986456,,contaminated_bonded
dipolar_000732,60,43,13,9,1.6867833308104512,1.9687407543401951,-5.622240342141595,104.14751741927466,-109.76975776141626,,contaminated_bonded
dipolar_000753,61,44,13,10,2.8567701508871868,2.866245053584916,5.316467331722379,10.74405613768613,-5.427588805963751,,clean
dipolar_000759,62,40,12,10,1.8995976143646842,1.9452206381282304,-0.6587676386116073,61.26811267033918,-61.926880308950786,,clean
dipolar_000763,63,39,10,13,1.9405368244380212,2.2537464593205687,-10.424246761773247,53.11585915629985,-63.540105918073095,,clean
dipolar_000783,64,39,16,7,2.8363834210134566,2.861775100684888,4.1309162294492126,7.220843524788506,-3.0899272953392938,,clean
dipolar_000784,65,39,16,7,2.856263790093625,2.911398508174379,-1.5695379012904596,5.427146761852782,-6.996684663143242,,clean
dipolar_000797,66,39,12,11,1.62926281992808,1.917299250951713,-15.113435764505994,100.17827491438948,-115.29171067889547,,contaminated_bonded
dipolar_000853,67,42,12,11,2.8023929478393996,2.838983664993513,27.156685940281022,30.163779301161412,-3.00709336088039,,clean
dipolar_000864,68,31,11,9,1.7232766805420423,2.337551595109721,-3.287105347495526,75.24023631116142,-78.52734165865695,,contaminated_bonded
dipolar_000876,69,44,10,12,1.793520494753266,1.8123184530595058,-7.87799574440578,141.2193403019919,-149.0973360463977,,contaminated_bonded
dipolar_000900,70,40,14,9,2.82080812482877,2.983127150944123,5.01217813330004,9.837714055553079,-4.825535922253039,,clean
dipolar_000915,71,48,8,16,2.7063444818426206,2.9333903397604626,10.149928138242103,14.442124778142897,-4.292196639900794,,clean
dipolar_000930,72,40,11,14,2.817997397621226,2.8681066571694998,2.744428544479888,7.74515406327555,-5.000725518795662,,clean
dipolar_000975,73,37,15,6,1.8572960860885914,2.126453972368083,13.808289188425988,126.08996089035645,-112.28167170193046,,clean
dipolar_000983,74,41,12,10,2.1011400835974743,2.493210449641185,5.628802897583228,43.98115932405926,-38.352356426476035,,clean
dipolar_000984,75,39,13,11,2.9750892626944823,3.034293903019284,5.663274172518868,13.114025821269024,-7.450751648750156,,clean
dipolar_000991,76,39,18,5,1.9055015892147662,2.0616347190033446,-5.143700485234149,103.10430545808049,-108.24800594331464,,clean
dipolar_001058,77,45,10,15,2.709250505674955,2.972288004904639,11.05326436139876,15.679038197209593,-4.625773835810833,,clean
dipolar_001090,78,46,15,8,1.7044932773408055,2.206359539807599,5.643788041663356,125.54072277707746,-119.8969347354141,,contaminated_bonded
dipolar_001108,79,33,11,10,1.9396447070533305,2.0694138301702734,-19.482306140707806,51.392698136973195,-70.875004277681,,clean
dipolar_001146,80,49,7,17,2.708961017825838,2.867235351030675,16.135179414821323,18.939403042109916,-2.804223627288593,,clean
dipolar_001155,81,38,15,9,1.8644988058725058,2.2659171562305627,-7.660909422091208,91.65806682087714,-99.31897624296835,,clean
dipolar_001156,82,38,15,9,2.024978102745805,2.1794277139194134,-4.048144126078114,78.27000212896382,-82.31814625504194,,clean
dipolar_001158,83,38,15,9,2.1777464168493084,2.3552770525778914,-11.363174701109529,28.752174548630137,-40.115349249739666,,clean
dipolar_001172,84,41,7,14,1.6140506820109457,2.5642432059966542,5.058751299278811,77.82987018791027,-72.77111888863146,,contaminated_bonded
dipolar_001177,85,46,17,6,2.3581007943258063,2.7706006029198793,25.426662437530467,42.89495347478078,-17.46829103725031,,clean
dipolar_001187,86,43,14,10,2.8384484659933493,3.005613765739038,2.5168994907289743,9.714612174255308,-7.197712683526333,,clean
dipolar_001189,87,43,10,14,2.8185047939111265,2.8882208553190662,3.7482222648104653,7.200168880226556,-3.451946615416091,,clean
dipolar_001197,88,43,10,14,2.55051258169804,2.9375696575740973,15.610387669294141,22.055161406635307,-6.4447737373411655,,clean
dipolar_001221,89,48,12,13,1.7663268237786574,2.3672548571921865,-3.318906569154933,75.8064035922871,-79.12531016144203,,contaminated_bonded
dipolar_001225,90,33,9,8,2.9561010388178546,3.031921557181188,6.795631909189979,11.254743600613438,-4.459111691423459,,clean
dipolar_001241,91,45,12,11,2.8150718246964854,2.884585323733725,4.84971319953911,10.025782805867493,-5.176069606328383,,clean
dipolar_001243,92,44,13,11,2.702042873160972,2.7034828473840924,27.07279307791032,28.467478747537825,-1.3946856696275063,,clean
dipolar_001250,93,53,14,10,2.7195695386034897,2.9608933405477473,8.616563836170826,13.995318399043754,-5.378754562872928,,clean
dipolar_001261,94,44,15,10,2.7712000769702643,2.865918141713053,4.349322505877353,12.490259581827559,-8.140937075950205,,clean
dipolar_001277,95,43,10,15,1.4176420410315151,2.4074265802719714,17.929065393807832,99.7492664604215,-81.82020106661366,,contaminated_bonded
dipolar_001294,96,38,14,8,2.8487537299317403,2.915846327312192,1.3422309063607827,6.524311017565196,-5.182080111204414,,clean
dipolar_001295,97,38,14,8,1.8452401400901728,2.3450483744477424,-8.425498720898759,64.547851265379,-72.97334998627775,,clean
dipolar_001298,98,44,12,13,2.6103527362599865,2.740968419573637,8.248946828534827,11.628696011553984,-3.3797491830191575,,clean
dipolar_001314,99,45,10,15,2.7505653130038556,2.8795424917684405,7.109212983516045,13.756135888339486,-6.646922904823441,,clean
dipolar_001323,100,44,13,12,2.7876421643568245,2.8031537445170573,5.501436682243366,9.711355666106101,-4.209918983862735,,clean
dipolar_001326,101,45,9,16,2.831328151115656,2.91969009502721,14.23510666238144,22.931960590009112,-8.696853927627672,,clean
dipolar_001353,102,42,11,11,2.040636364715674,2.44625797484648,0.3727244341862388,35.96754521509865,-35.594820780912414,,clean
dipolar_001374,103,41,13,12,1.6692680251535401,2.425345200955938,-12.35523502738215,108.1459913108265,-120.50122633820865,,contaminated_bonded
dipolar_001382,104,45,9,16,2.747560630541208,2.8714313837178835,11.47036921477411,16.68594826030312,-5.215579045529012,,clean
dipolar_001392,105,51,11,14,2.739502662455359,2.7400529009126813,27.23949356144294,30.968287664290983,-3.728794102848042,,clean
dipolar_001399,106,51,17,9,2.9011904167082863,2.9360752296220207,10.036610109760659,17.983855567668797,-7.947245457908139,,clean
dipolar_001402,107,34,11,11,2.8726393636688887,2.9114862292135273,2.564141003182158,8.004113166360185,-5.439972163178027,,clean
dipolar_001415,108,40,9,12,2.678859581631706,2.9688698740598247,9.048123077955097,11.76710593351163,-2.7189828555565327,,clean
dipolar_001418,109,47,17,9,2.57274825581517,2.755728043131252,1.0281321503571235,6.968579581181984,-5.940447430824861,,clean
dipolar_001420,110,46,15,11,2.91187502757244,3.0274232968152965,1.8422667240374722,8.373808200645726,-6.531541476608254,,clean
dipolar_001434,111,51,14,11,2.7737394305521925,2.7892525794915026,14.43744719325332,19.02466004661983,-4.587212853366509,,clean
dipolar_001450,112,42,13,12,1.7922838481948111,2.0246190401653346,-10.270731550175697,99.57669934956357,-109.84743089973927,,contaminated_bonded
dipolar_001462,113,47,15,12,1.7275385063436355,2.485810665316246,-8.391017941525206,52.18485325243091,-60.57587119395612,,contaminated_bonded
dipolar_001484,114,41,11,14,2.098111349595154,2.717024143249375,15.224804018740542,50.42776712286286,-35.20296310412232,,clean
dipolar_001504,115,46,14,12,2.6842689349616218,2.750159833809664,9.45119907805929,9.021301593107637,0.4298974849516526,,clean
dipolar_001512,116,46,13,13,2.537992368428243,2.9062786323062695,6.266872409207281,16.56223804363981,-10.295365634432528,,clean
dipolar_001513,117,46,13,13,1.8611367353313941,2.1736782449341483,0.5776736291009001,57.909001726598945,-57.331328097498044,,clean
dipolar_001520,118,48,14,12,3.003262147382409,3.1660639180376635,9.392245900584385,18.769938066951,-9.377692166366614,,clean
dipolar_001528,119,48,9,14,3.019103756696679,3.0310964570927132,17.377291659708135,24.236257779295556,-6.858966119587421,,clean
dipolar_001530,120,52,15,12,1.6638886586247288,2.4142662388601632,9.151345550257247,93.87575630674837,-84.72441075649112,,contaminated_bonded
dipolar_001534,121,45,14,11,1.8500025891062966,2.2386406319460925,-11.397660313465167,70.19129849842284,-81.588958811888,,clean
dipolar_001545,122,49,19,9,1.924838749843737,2.2023564205187136,-2.755652901949361,70.51919934095349,-73.27485224290285,,clean
dipolar_001556,123,45,16,10,2.489433600339644,2.855098779044256,12.291672772320453,14.920633615984116,-2.6289608436636627,,clean
dipolar_001558,124,32,10,9,1.6385622546000502,2.491376042049855,-3.771716466639191,70.72924123617122,-74.50095770281041,,contaminated_bonded
dipolar_001576,125,47,9,13,1.9485186950860902,1.994107187916437,-7.73090104223229,86.67213039431954,-94.40303143655183,,clean
dipolar_001628,126,60,16,11,1.9256273937602777,2.222867645857485,-12.617111824336462,64.19622831128072,-76.81334013561718,,clean
dipolar_001652,127,47,14,13,2.4761032350247434,2.7233692266382095,24.463757664954755,25.191856796620414,-0.7280991316656582,,clean
dipolar_001681,128,52,13,14,2.8793823917812653,3.0193019613149,22.73889501800295,29.21778154320782,-6.478886525204871,,clean
dipolar_001699,129,49,14,13,2.584932472483566,2.9192995917000366,9.187773995043244,14.426922421786003,-5.239148426742759,,clean
dipolar_001701,130,43,20,7,2.531980439438662,2.764757384310602,3.7089544854825363,7.023343690292677,-3.3143892048101407,,clean
dipolar_001703,131,48,16,11,2.9747232145024856,2.989795834952614,1.1750653975759633,8.802175892691594,-7.62711049511563,,clean
dipolar_001731,132,54,19,8,2.6285916488492465,2.786295733783476,22.16671865672106,26.837724118347978,-4.671005461626919,,clean
dipolar_001736,133,48,11,12,2.845242610991196,2.8762909013867146,12.459621108835563,17.52275048039155,-5.063129371555988,,clean
dipolar_001769,134,49,11,17,2.0360353780325133,2.1063168854899303,3.731870461779181,38.21231622074265,-34.48044575896347,,clean
dipolar_001779,135,51,6,21,1.5190040597707433,2.300245840491838,7.377278371015564,142.13741874220432,-134.76014037118875,,contaminated_bonded
dipolar_001780,136,45,10,15,2.871935181180105,2.8961304614778665,8.672615026938729,12.012131797207985,-3.339516770269256,,clean
dipolar_001785,137,57,15,12,2.7596690190854414,2.857589024405014,4.277519451919943,8.816324827668723,-4.53880537574878,,clean
dipolar_001824,138,49,13,14,2.962082814811227,3.0559326616435776,0.9483436269219965,9.596914570138324,-8.648570943216328,,clean
dipolar_001833,139,52,16,12,1.7947482297247155,2.375815592002039,3.5355148401577026,81.94978811539477,-78.41427327523706,,contaminated_bonded
dipolar_001839,140,52,11,17,2.5437481018960977,2.6686667282746264,0.35445987922139466,7.045442349626683,-6.690982470405288,,clean
dipolar_001901,141,55,13,15,2.8054876044281505,2.885847193979612,1.0840874131536111,10.239272568258457,-9.155185155104846,,clean
dipolar_001906,142,53,10,19,2.7863808844449105,2.90108255804622,2.140028881491162,8.141233571746852,-6.00120469025569,,clean
dipolar_001911,143,49,19,11,1.7932280816728248,2.1911238946714082,-3.4623827649629675,97.68485813151347,-101.14724089647643,,contaminated_bonded
dipolar_001914,144,52,16,13,2.4732662849155562,2.7335738062104706,18.706104560988024,24.499519999080803,-5.793415438092779,,clean
dipolar_001926,145,38,9,18,2.875029784558762,2.908417893993227,2.3632155744126067,11.451932851574384,-9.088717277161777,,clean
dipolar_001928,146,52,9,20,2.722400388131768,2.823562563500232,2.62446245807223,10.879032024939079,-8.254569566866849,,clean
dipolar_001930,147,53,15,13,2.7665045409144007,2.9074445444410455,10.935237261583097,20.59882694040425,-9.663589678821154,,clean
dipolar_001938,148,54,14,14,2.6694966657592962,2.7882859111827103,10.382016631192528,17.19302516418975,-6.811008532997221,,clean
dipolar_001958,149,52,13,16,2.5355298241984845,2.6816407427916213,11.266708565177396,14.691271740186494,-3.424563175009098,,clean
dipolar_001992,150,50,9,16,2.102226162190928,2.106986323211425,3.818481257709209,82.08510332094738,-78.26662206323817,,clean
dipolar_002016,151,49,13,15,2.249441140772525,2.343967836575408,6.4414519456913695,52.185550784925,-45.74409883923363,,clean
dipolar_002052,152,52,9,20,2.4170319042370956,2.4866074117158097,20.4233734998852,20.78341876063496,-0.3600452607497573,,clean
dipolar_002058,153,51,15,13,2.85524840292399,3.006542780420727,5.834010417049285,13.084248749713879,-7.250238332664594,,clean
dipolar_002123,154,49,16,13,1.6750566250130172,2.310422658865689,-8.981573246594053,37.02861028612824,-46.010183532722294,,contaminated_bonded
dipolar_002132,155,53,14,15,2.6523410252831368,2.6834412061567514,14.903563640953507,25.60601064178627,-10.702447000832763,,clean
dipolar_002138,156,55,22,8,2.3706723918120782,2.4535542003183872,25.0722503188299,22.92638661840465,2.1458637004252523,,clean
dipolar_002154,157,45,16,12,2.848764457234048,2.898898383921037,10.918174685211852,13.159466455457732,-2.24129177024588,,clean
dipolar_002185,158,54,13,18,1.4935654229058732,2.0667137005884486,24.04302994144382,175.06031598331174,-151.01728604186792,,contaminated_bonded
dipolar_002192,159,48,14,14,1.8646801005534435,2.0760944092694817,-18.39719697565306,74.75451384839835,-93.1517108240514,,clean
dipolar_002209,160,46,15,11,2.8117558091164314,2.9053898020919666,8.042207396356389,12.388209887954872,-4.346002491598483,,clean
dipolar_002247,161,39,8,15,1.6792288734416163,2.05948254406295,-9.317185901803896,124.41752578743035,-133.73471168923425,,contaminated_bonded
dipolar_002260,162,49,17,10,2.062758991884413,2.4333295622664846,-12.831737553933635,39.564618852338754,-52.39635640627239,,clean
dipolar_002277,163,53,24,6,1.9062517753958945,2.5516053795992826,10.067189929628512,56.380592816800345,-46.31340288717183,,clean
dipolar_002299,164,56,9,23,1.7225228568875361,2.0289092465657497,3.6879502867814153,114.4487169320928,-110.76076664531138,,contaminated_bonded
dipolar_002319,165,54,20,12,2.6720401846716304,2.67789953355237,11.653572541719768,18.57869976130314,-6.9251272195833735,,clean
dipolar_002320,166,54,12,20,2.604521710218596,2.8835579282546067,15.431869883555919,18.963871583691798,-3.532001700135879,,clean
dipolar_002345,167,60,16,16,1.6140374254334997,2.2443064187851,-11.37577749916818,101.31920259440085,-112.69498009356903,,contaminated_bonded
dipolar_002349,168,48,12,11,1.988725998095263,2.1144905134097907,-5.793508759641554,64.13379195547896,-69.92730071512051,,clean
dipolar_002374,169,46,15,12,2.455436101164109,2.5701922157496315,14.528037244395819,21.428512737446,-6.90047549305018,,clean
dipolar_002390,170,46,15,12,2.6370893798087316,2.8405512531373205,16.940718558151275,21.09489995968761,-4.154181401536334,,clean
dipolar_002408,171,49,17,14,1.6888953838826135,2.035198697080951,-11.450768001843244,108.48361430008663,-119.93438230192987,,contaminated_bonded
dipolar_002415,172,58,19,13,2.6714491841320887,2.7604854116260062,2.853206912812311,8.079122972034384,-5.225916059222072,,clean
dipolar_002456,173,57,15,17,1.736092858662808,2.0717636006793825,-0.568060991121456,71.46525178069714,-72.0333127718186,,contaminated_bonded
dipolar_002457,174,57,15,17,2.4919457627324078,2.818592544409355,10.328830051992554,17.52858859009575,-7.199758538103197,,clean
dipolar_002460,175,57,15,16,2.6911002296644395,2.746403493753239,3.8413854727405123,13.870196650153957,-10.028811177413445,,clean
dipolar_002468,176,63,20,13,1.7555029111055327,2.570975843624362,6.580735350318719,91.18648361490341,-84.60574826458469,,contaminated_bonded
dipolar_002495,177,54,22,10,2.7469469840351852,2.9356134692769076,7.78967400745023,15.652731924550608,-7.863057917100377,,clean
dipolar_002497,178,59,12,20,2.665646228046775,2.786790173963587,15.127383960294537,26.9708786624833,-11.843494702188764,,clean
dipolar_002501,179,49,15,13,2.675599159907926,2.7526320464057665,3.3474420116399415,9.673315787804313,-6.3258737761643715,,clean
dipolar_002549,180,58,22,9,1.9021750866310916,2.298648321796964,17.118729989684653,99.88892579299863,-82.77019580331398,,clean
dipolar_002585,181,55,12,16,1.9023830786673854,2.1199708647526263,-1.7784702347707935,88.71481896046316,-90.49328919523396,,clean
dipolar_002631,182,53,11,18,2.6438665727869095,2.743028095754763,12.434915602207184,17.403251784213353,-4.968336182006169,,clean
dipolar_002635,183,63,13,21,1.4250716123058518,2.1903925899482037,23.582690481794998,149.84829448052915,-126.26560399873415,,contaminated_bonded
dipolar_002646,184,56,16,17,1.9153500490771918,2.469316952235982,-4.3467667364748195,48.59294607222546,-52.93971280870028,,clean
dipolar_002647,185,56,17,16,2.006013667002296,2.4632884116968516,-2.6570268312934786,42.74569938884815,-45.40272622014163,,clean
dipolar_002653,186,65,11,23,2.7426643638987254,2.8727317273633473,20.193925038562156,30.014363499067258,-9.820438460505102,,clean
dipolar_002689,187,61,17,17,1.760147752718504,2.275612950767331,13.91105558729032,108.59517002891516,-94.68411444162484,,contaminated_bonded
dipolar_002696,188,54,15,18,2.7911378638290154,2.9202205807267374,7.613572660367936,12.78916032606503,-5.175587665697094,,clean
dipolar_002731,189,61,21,15,2.944926482511916,2.9883856400069924,7.50425206113141,15.956646320293657,-8.452394259162247,,clean
dipolar_002757,190,61,15,15,2.8353972949130077,2.852729854297458,22.67087182449177,27.436858373868745,-4.765986549376976,,clean
dipolar_002762,191,66,20,15,1.9089828571781362,2.16150709665733,17.84860477782786,117.14541009406094,-99.29680531623308,,clean
dipolar_002765,192,51,15,12,2.7639008721189695,2.9023101125482786,13.13510514749214,18.366620921588037,-5.231515774095897,,clean
dipolar_002766,193,51,15,12,2.060130520258365,2.339618564210842,16.615985817741603,62.75713969679782,-46.14115387905622,,clean
dipolar_002782,194,56,12,22,1.6246641927795398,1.996478849675097,-4.591727732215077,121.97271201241529,-126.56443974463036,,contaminated_bonded
dipolar_002784,195,49,15,12,1.8682607211254,2.056773630738201,-3.8381772921420634,93.72601376241073,-97.5641910545528,,clean
dipolar_002805,196,61,17,19,1.8040897892843362,2.0747315285115806,-5.86912410100922,111.9419347300427,-117.81105883105192,,clean
dipolar_002808,197,64,23,12,2.6552445965296685,2.7856226115179346,13.697251058823895,18.059864456241485,-4.36261339741759,,clean
dipolar_002810,198,43,11,16,1.6260185938358762,1.9832426938980514,-17.612763790413737,96.05277864419622,-113.66554243460996,,contaminated_bonded
dipolar_002814,199,65,22,13,1.8506923314532857,2.089863279403705,-5.273589729273226,40.49611877830466,-45.76970850757789,,clean
dipolar_002817,200,64,11,24,2.5821171970497394,2.6778784460837652,8.414082777686417,15.895762154075783,-7.481679376389366,,clean
dipolar_002819,201,48,13,15,2.7149777741079206,2.9267798484682785,3.4779825867153704,12.346241749939509,-8.868259163224138,,clean
dipolar_002861,203,45,15,13,1.6858557875749633,1.9670105249082934,-19.239691193506587,99.50894211721607,-118.74863331072265,,contaminated_bonded
