reaction_number,reaction_id,d_forming_min,barrier_dft,distortion_dft,interaction_dft
142,dipolar_001906,2.7863808844449105,2.140028881491162,8.141233571746852,-6.00120469025569
144,dipolar_001914,2.473266284915556,18.706104560988024,24.499519999080803,-5.793415438092779
145,dipolar_001926,2.875029784558762,2.3632155744126067,11.451932851574384,-9.088717277161777
146,dipolar_001928,2.722400388131768,2.62446245807223,10.879032024939079,-8.254569566866849
147,dipolar_001930,2.7665045409144007,10.935237261583097,20.59882694040425,-9.663589678821154
148,dipolar_001938,2.669496665759296,10.382016631192528,17.19302516418975,-6.811008532997221
149,dipolar_001958,2.5355298241984845,11.266708565177396,14.691271740186494,-3.424563175009098
150,dipolar_001992,2.102226162190928,3.818481257709209,82.08510332094738,-78.26662206323817
151,dipolar_002016,2.249441140772525,6.4414519456913695,52.185550784925,-45.74409883923363
152,dipolar_002052,2.417031904237096,20.4233734998852,20.78341876063496,-0.3600452607497573
153,dipolar_002058,2.85524840292399,5.834010417049285,13.084248749713879,-7.250238332664594
155,dipolar_002132,2.6523410252831368,14.903563640953507,25.60601064178627,-10.702447000832763
156,dipolar_002138,2.3706723918120782,25.0722503188299,22.92638661840465,2.1458637004252523
157,dipolar_002154,2.848764457234048,10.918174685211852,13.159466455457732,-2.24129177024588
160,dipolar_002209,2.8117558091164314,8.042207396356389,12.388209887954872,-4.346002491598483
163,dipolar_002277,1.9062517753958943,10.067189929628512,56.380592816800345,-46.31340288717183
165,dipolar_002319,2.6720401846716304,11.653572541719768,18.57869976130314,-6.9251272195833735
166,dipolar_002320,2.604521710218596,15.431869883555919,18.963871583691798,-3.532001700135879
169,dipolar_002374,2.455436101164109,14.528037244395819,21.428512737446,-6.90047549305018
170,dipolar_002390,2.637089379808732,16.940718558151275,21.09489995968761,-4.154181401536334
172,dipolar_002415,2.6714491841320887,2.853206912812311,8.079122972034384,-5.225916059222072
174,dipolar_002457,2.491945762732408,10.328830051992554,17.52858859009575,-7.199758538103197
175,dipolar_002460,2.6911002296644395,3.8413854727405123,13.870196650153957,-10.028811177413445
177,dipolar_002495,2.746946984035185,7.78967400745023,15.652731924550608,-7.863057917100377
178,dipolar_002497,2.665646228046775,15.127383960294537,26.9708786624833,-11.843494702188764
179,dipolar_002501,2.675599159907926,3.3474420116399415,9.673315787804313,-6.3258737761643715
180,dipolar_002549,1.902175086631092,17.118729989684653,99.88892579299863,-82.77019580331398
182,dipolar_002631,2.643866572786909,12.434915602207184,17.403251784213353,-4.968336182006169
186,dipolar_002653,2.7426643638987254,20.193925038562156,30.014363499067258,-9.820438460505102
188,dipolar_002696,2.7911378638290154,7.613572660367936,12.78916032606503,-5.175587665697094
189,dipolar_002731,2.944926482511916,7.50425206113141,15.956646320293657,-8.452394259162247
190,dipolar_002757,2.835397294913008,22.67087182449177,27.436858373868745,-4.765986549376976
191,dipolar_002762,1.908982857178136,17.84860477782786,117.14541009406094,-99.29680531623308
192,dipolar_002765,2.763900872118969,13.13510514749214,18.366620921588037,-5.231515774095897
193,dipolar_002766,2.060130520258365,16.615985817741603,62.75713969679782,-46.14115387905622
197,dipolar_002808,2.6552445965296685,13.697251058823895,18.059864456241485,-4.36261339741759
200,dipolar_002817,2.5821171970497394,8.414082777686417,15.895762154075783,-7.481679376389366
201,dipolar_002819,2.7149777741079206,3.4779825867153704,12.346241749939509,-8.868259163224138
