reaction_id,family,quality_flag,failure_reason,detail
qmrxn20_e2_C_B_B_A_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_B_C_A_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_B_C_A_B_C,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_B_C_E_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_B_D_E_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_B_D_E_B_D,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_C_A_D_A_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_C_A_E_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_E_C_D_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_E_C_D_B_C,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_E_C_E_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_E_D_D_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_E_D_E_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_E_D_E_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_E_E_B_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_E_E_C_C_C,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_E_E_D_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_E_E_E_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_D_A_A_D_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_D_A_B_A_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_D_A_C_D_A_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_D_A_C_E_C_C,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_D_A_D_C_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_D_A_E_D_A_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_D_B_A_D_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_D_B_D_D_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_D_B_E_A_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_D_B_E_E_C_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_D_C_A_A_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_D_C_A_A_B_D,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_D_C_C_A_C_C,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_D_C_C_D_A_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_D_C_D_B_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_D_E_D_B_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_D_E_D_B_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_E_B_A_C_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_E_B_A_E_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_E_B_B_D_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_E_B_E_C_C_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_E_B_E_E_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_E_C_A_A_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_E_C_A_D_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_E_C_B_A_B_C,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_E_C_B_E_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_E_C_B_E_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_E_C_C_C_C_C,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_E_C_C_D_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_E_C_D_E_C_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_E_C_E_C_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_E_D_A_C_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_E_D_B_C_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_E_D_B_D_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_E_D_B_E_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_E_D_E_B_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_E_E_A_C_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_E_E_B_A_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_E_E_C_E_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_E_E_D_C_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_sn2_A_A_A_C_A_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_A_C_B_E_C_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_A_C_C_D_A_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_A_C_C_D_C_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_A_C_C_E_B_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_A_C_D_A_B_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_A_C_D_E_A_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_A_C_D_E_A_C,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_A_C_E_A_A_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_A_E_C_D_B_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_A_E_C_E_B_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_A_E_D_B_A_C,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_A_E_D_D_C_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_A_E_E_B_A_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_A_E_E_C_A_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_A_E_E_D_C_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_B_A_D_D_A_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_B_D_A_C_A_C,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_B_D_A_C_B_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_B_D_A_E_A_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_B_D_A_E_A_D,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_B_E_C_E_C_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_B_E_D_A_A_D,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_B_E_D_B_B_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_B_E_D_C_A_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_B_E_D_C_B_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_B_E_D_C_B_C,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_B_E_D_D_B_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_B_E_D_D_C_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_B_E_D_E_C_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_B_E_E_B_C_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_B_E_E_C_B_C,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_C_A_E_C_B_D,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_C_A_E_E_C_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_C_B_A_C_A_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_C_B_A_E_A_C,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_C_C_A_D_A_C,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_C_C_A_E_A_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_C_C_A_E_B_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_C_C_D_B_B_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_C_D_A_B_A_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_C_D_A_B_A_C,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_C_D_A_B_B_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_C_D_A_B_C_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_C_D_A_D_A_D,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_C_D_A_D_B_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_C_D_C_E_A_D,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_C_D_D_A_B_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_D_A_B_C_A_C,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_D_A_C_A_C_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_D_A_D_B_B_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_D_A_D_C_A_D,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_D_B_A_B_A_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_D_B_A_B_C_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_D_B_B_C_A_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_D_B_D_A_C_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_D_B_E_A_B_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_D_D_C_B_A_D,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_D_D_D_B_B_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_D_E_A_B_C_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_D_E_A_C_A_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_D_E_A_C_B_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_D_E_B_D_A_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_D_E_C_B_A_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_D_E_C_B_C_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_B_E_D_A_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_C_A_A_A_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_C_A_B_B_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_C_A_C_C_D,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_C_B_A_A_D,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_C_B_D_B_D,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_C_B_E_A_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_C_D_A_A_D,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_C_D_A_C_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_C_E_B_B_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_C_E_C_C_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_C_E_D_A_D,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_D_A_B_A_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_D_A_C_C_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_D_B_D_B_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_D_C_B_A_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_D_C_D_B_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_D_C_E_B_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_D_D_C_A_C,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_D_D_E_A_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_D_E_A_A_C,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_E_A_C_A_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_E_B_A_A_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_E_B_B_B_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_E_B_D_A_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_E_C_C_B_B,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_E_E_B_A_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_E_E_C_C_A,qmrxn20_sn2,failed,no_status_file,
qmrxn20_sn2_E_E_E_E_A_B,qmrxn20_sn2,failed,no_status_file,
