rxn_id_A,rxn_id_B,sub_A,sub_B,G_act_A,G_act_B,delta_G_act,key,smi_A,smi_B
4558,4148,*[N+]#CC#N,*[N+]#N,13.268203059894654,36.679986338007325,23.411783278112672,*[C-](C(=O)N([H])C([H])([H])[H])C(=O)C([H])([H])[H].C=C(C)/C=C/C=C(C)C|water|298.15,[CH3:10][NH:11][C:12](=[O:13])[C-:14]([N+:15]#[C:16][C:17]#[N:18])[C:19]([CH3:20])=[O:21].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]1([CH3:8])[CH2:9][C:14]([C:12]([NH:11][CH3:10])=[O:13])([C:19]([CH3:20])=[O:21])[N:15]=[C:16]1[C:17]#[N:18],[CH3:10][NH:11][C:12](=[O:13])[C-:14]([N+:15]#[N:16])[C:17]([CH3:18])=[O:19].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4][C@H:5]1[C@H:6]([C:7]([CH3:8])=[CH2:9])[C:14]([C:12]([NH:11][CH3:10])=[O:13])([C:17]([CH3:18])=[O:19])[N:15]=[N:16]1
4879,5547,*[N+]([H])=C(C([H])([H])[H])C([H])([H])[H],*[O+]=C([H])c1c([H])c([H])c([H])c([H])c1[H],32.2539431215813,8.859982317612088,-23.393960803969215,*[C-](C#N)c1c([H])c([H])c([H])c([H])c1[H].CN1C=CCC(C(N)=O)=C1|water|298.15,[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10].[CH3:11][C:12]([CH3:13])=[NH+:14][C-:15]([C:16]#[N:17])[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1>>[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[C@H:6]2[C@:7]1([C:8]([NH2:9])=[O:10])[C:15]([C:16]#[N:17])([c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1)[NH:14][C:12]2([CH3:11])[CH3:13],[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10].[N:11]#[C:12][C-:13]([O+:14]=[CH:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1>>[CH2:1]1[C@@H:2]2[C@H:3]([N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10])[C:13]([C:12]#[N:11])([c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)[O:14][CH:15]2[c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1
4713,5878,*[N+]#C[H],*[N+]([H])=C(C(=O)OC([H])([H])[H])C(=O)OC([H])([H])[H],10.012997462849697,33.370338942169944,23.357341479320247,*[C-](C(=O)OC([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].C=C(C)/C=C/C=C(C)C|water|298.15,[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9].[CH:10]#[N+:11][C-:12]([C:13](=[O:14])[O:15][CH3:16])[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1>>[CH3:1][C:2]([CH3:3])=[CH:4][C@H:5]1[C@H:6]([C:7]([CH3:8])=[CH2:9])[CH:10]=[N:11][C:12]1([C:13](=[O:14])[O:15][CH3:16])[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,[CH3:10][O:11][C:12](=[O:13])[C:14](=[NH+:15][C-:16]([C:17](=[O:18])[O:19][CH3:20])[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[C:27](=[O:28])[O:29][CH3:30].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4][C@H:5]1[C@H:6]([C:7]([CH3:8])=[CH2:9])[C:14]([C:12]([O:11][CH3:10])=[O:13])([C:27](=[O:28])[O:29][CH3:30])[NH:15][C:16]1([C:17](=[O:18])[O:19][CH3:20])[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1
5921,5705,*[C-](C(=O)N([H])C([H])([H])[H])C(=O)C([H])([H])[H],*[N-]C(=O)C([H])([H])[H],58.580114084612205,35.24234039111672,-23.337773693495485,*[N+](=C(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H].C=C(C)/C=C/C=C(C)C|water|298.15,[CH3:10][NH:11][C:12](=[O:13])[C-:14]([C:15]([CH3:16])=[O:17])[N+:18]([CH3:19])=[C:20]([c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1.[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]1([CH3:3])[CH:4](/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9])[C:14]([C:12]([NH:11][CH3:10])=[O:13])([C:15]([CH3:16])=[O:17])[N:18]([CH3:19])[C:20]1([c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1,[CH3:10][C:11](=[O:12])[N-:13][N+:14]([CH3:15])=[C:16]([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1.[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4][C@H:5]1[C@H:6]([C:7]([CH3:8])=[CH2:9])[C:16]([c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)([c:23]2[cH:24][cH:25][cH:26][cH:27][cH:28]2)[N:14]([CH3:15])[N:13]1[C:11]([CH3:10])=[O:12]
5485,5547,*[N+]([H])=C(C(=O)N([H])C([H])([H])[H])C([H])([H])[H],*[O+]=C([H])c1c([H])c([H])c([H])c([H])c1[H],32.14475762493329,8.859982317612088,-23.284775307321205,*[C-](C#N)c1c([H])c([H])c([H])c([H])c1[H].CN1C=CCC(C(N)=O)=C1|water|298.15,[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10].[CH3:11][NH:12][C:13](=[O:14])[C:15]([CH3:16])=[NH+:17][C-:18]([C:19]#[N:20])[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1>>[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[C@H:6]2[C@:7]1([C:8]([NH2:9])=[O:10])[C:18]([C:19]#[N:20])([c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[NH:17][C:15]2([C:13]([NH:12][CH3:11])=[O:14])[CH3:16],[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10].[N:11]#[C:12][C-:13]([O+:14]=[CH:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1>>[CH2:1]1[C@@H:2]2[C@H:3]([N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10])[C:13]([C:12]#[N:11])([c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)[O:14][CH:15]2[c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1
4556,4151,*[N+]#CC#N,*[N+]#N,10.805656425027175,34.01656630766211,23.210909882634937,*[C-](C(=O)N([H])C([H])([H])[H])C(=O)C([H])([H])[H].C=C(C)/C=C/C=C(C)C|water|298.15,[CH3:10][NH:11][C:12](=[O:13])[C-:14]([N+:15]#[C:16][C:17]#[N:18])[C:19]([CH3:20])=[O:21].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]1([CH3:3])[CH:4](/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9])[C:16]([C:17]#[N:18])=[N:15][C:14]1([C:12]([NH:11][CH3:10])=[O:13])[C:19]([CH3:20])=[O:21],[CH3:10][NH:11][C:12](=[O:13])[C-:14]([N+:15]#[N:16])[C:17]([CH3:18])=[O:19].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4][C@H:5]1[C@H:6]([C:7]([CH3:8])=[CH2:9])[N:16]=[N:15][C:14]1([C:12]([NH:11][CH3:10])=[O:13])[C:17]([CH3:18])=[O:19]
5484,5548,*[N+]([H])=C(C(=O)N([H])C([H])([H])[H])C([H])([H])[H],*[O+]=C([H])c1c([H])c([H])c([H])c([H])c1[H],30.27921618372697,7.0742028377510495,-23.20501334597592,*[C-](C#N)c1c([H])c([H])c([H])c([H])c1[H].CN1C=CCC(C(N)=O)=C1|water|298.15,[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10].[CH3:11][NH:12][C:13](=[O:14])[C:15]([CH3:16])=[NH+:17][C-:18]([C:19]#[N:20])[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1>>[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[C@H:6]2[C@:7]1([C:8]([NH2:9])=[O:10])[C:15]([C:13]([NH:12][CH3:11])=[O:14])([CH3:16])[NH:17][C:18]2([C:19]#[N:20])[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1,[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10].[N:11]#[C:12][C-:13]([O+:14]=[CH:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1>>[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[C@H:6]2[C@:7]1([C:8]([NH2:9])=[O:10])[CH:15]([c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[O:14][C:13]2([C:12]#[N:11])[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1
3586,3559,*[N-][O+]=C([H])C(=O)C([H])([H])[H],*[c-]1c(=O)on[n+]1[H],9.188616805496416,32.3857470208002,23.197130215303787,*c1c([H])c([H])c([H])c([H])c1[H].C/C=C\C|water|298.15,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][C:6](=[O:7])[CH:8]=[O+:9][N-:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1>>[CH3:1][C@@H:2]1[C@H:3]([CH3:4])[N:10]([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[O:9][CH:8]1[C:6]([CH3:5])=[O:7],[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[O:5]=[c:6]1[o:7][n:8][nH+:9][c-:10]1-[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1>>[CH3:1][C@H:2]1[C@@H:3]([CH3:4])[C:10]2([c:11]3[cH:12][cH:13][cH:14][cH:15][cH:16]3)[C:6](=[O:5])[O:7][N:8]1[NH:9]2
4878,4772,*[N+]([H])=C(C([H])([H])[H])C([H])([H])[H],*[O+]=C([H])C#N,29.87304068926344,6.687074907073049,-23.185965782190394,*[C-](C#N)c1c([H])c([H])c([H])c([H])c1[H].CN1C=CCC(C(N)=O)=C1|water|298.15,[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10].[CH3:11][C:12]([CH3:13])=[NH+:14][C-:15]([C:16]#[N:17])[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1>>[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[C@H:6]2[C@:7]1([C:8]([NH2:9])=[O:10])[C:12]([CH3:11])([CH3:13])[NH:14][C:15]2([C:16]#[N:17])[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1,[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10].[N:11]#[C:12][CH:13]=[O+:14][C-:15]([C:16]#[N:17])[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1>>[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[C@H:6]2[C@:7]1([C:8]([NH2:9])=[O:10])[CH:13]([C:12]#[N:11])[O:14][C:15]2([C:16]#[N:17])[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1
3962,4359,*[N+]#CC#N,*[N+](=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],13.778687565938853,36.89608783638196,23.117400270443106,*[C-](C#N)c1c([H])c([H])c([H])c([H])c1[H].CC(C)=C(C)C|water|298.15,[CH3:1][C:2]([CH3:3])=[C:4]([CH3:5])[CH3:6].[N:7]#[C:8][C:9]#[N+:10][C-:11]([C:12]#[N:13])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1>>[CH3:1][C:2]1([CH3:3])[C:4]([CH3:5])([CH3:6])[C:11]([C:12]#[N:13])([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[N:10]=[C:9]1[C:8]#[N:7],[CH3:1][C:2]([CH3:3])=[C:4]([CH3:5])[CH3:6].[CH3:7][C:8]([CH3:9])=[N+:10]([CH3:11])[C-:12]([C:13]#[N:14])[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1>>[CH3:1][C:2]1([CH3:3])[C:4]([CH3:5])([CH3:6])[C:12]([C:13]#[N:14])([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[N:10]([CH3:11])[C:8]1([CH3:7])[CH3:9]
4912,4683,*C([H])([H])[H],*[H],42.76995410196911,19.65333510330654,-23.116618998662574,*[C-](C(=O)N([H])C([H])([H])[H])[N+](=C(C#N)C#N)C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|water|298.15,[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10].[CH3:11][NH:12][C:13](=[O:14])[C-:15]([CH3:16])[N+:17]([CH3:18])=[C:19]([C:20]#[N:21])[C:22]#[N:23]>>[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[C@H:6]2[C@:7]1([C:8]([NH2:9])=[O:10])[C:19]([C:20]#[N:21])([C:22]#[N:23])[N:17]([CH3:18])[C:15]2([C:13]([NH:12][CH3:11])=[O:14])[CH3:16],[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10].[CH3:11][NH:12][C:13](=[O:14])[CH-:15][N+:16]([CH3:17])=[C:18]([C:19]#[N:20])[C:21]#[N:22]>>[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[C@H:6]2[C@:7]1([C:8]([NH2:9])=[O:10])[CH:15]([C:13]([NH:12][CH3:11])=[O:14])[N:16]([CH3:17])[C:18]2([C:19]#[N:20])[C:21]#[N:22]
4912,4683,*[C-](C(=O)N([H])C([H])([H])[H])C([H])([H])[H],*[C-]([H])C(=O)N([H])C([H])([H])[H],42.76995410196911,19.65333510330654,-23.116618998662574,*[N+](=C(C#N)C#N)C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|water|298.15,[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10].[CH3:11][NH:12][C:13](=[O:14])[C-:15]([CH3:16])[N+:17]([CH3:18])=[C:19]([C:20]#[N:21])[C:22]#[N:23]>>[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[C@H:6]2[C@:7]1([C:8]([NH2:9])=[O:10])[C:19]([C:20]#[N:21])([C:22]#[N:23])[N:17]([CH3:18])[C:15]2([C:13]([NH:12][CH3:11])=[O:14])[CH3:16],[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10].[CH3:11][NH:12][C:13](=[O:14])[CH-:15][N+:16]([CH3:17])=[C:18]([C:19]#[N:20])[C:21]#[N:22]>>[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[C@H:6]2[C@:7]1([C:8]([NH2:9])=[O:10])[CH:15]([C:13]([NH:12][CH3:11])=[O:14])[N:16]([CH3:17])[C:18]2([C:19]#[N:20])[C:21]#[N:22]
5196,5957,*[N+]#C[H],*[N+]([H])=C(C(=O)OC([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H],15.46026213919436,38.46522585074893,23.00496371155457,*[C-](c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H].CN1C=CCC(C(N)=O)=C1|water|298.15,[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10].[CH:11]#[N+:12][C-:13]([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1>>[CH2:1]1[C@H:2]2[C@@H:3]([N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10])[C:13]([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)([c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[N:12]=[CH:11]2,[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10].[CH3:11][O:12][C:13](=[O:14])[C:15](=[NH+:16][C-:17]([c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1)[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1)[c:30]1[cH:31][cH:32][cH:33][cH:34][cH:35]1>>[CH2:1]1[C@H:2]2[C@@H:3]([N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10])[C:15]([C:13]([O:12][CH3:11])=[O:14])([c:30]1[cH:31][cH:32][cH:33][cH:34][cH:35]1)[NH:16][C:17]2([c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1)[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1
4884,5521,*[C-](C#N)C#N,*[C-](c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H],17.477974207251066,40.43980398739141,22.96182978014034,*[N+](=C(C#N)C(=O)N([H])C([H])([H])[H])C([H])([H])[H].C=C(C)/C=C/C=C(C)C|water|298.15,[CH3:10][NH:11][C:12](=[O:13])[C:14]([C:15]#[N:16])=[N+:17]([CH3:18])[C-:19]([C:20]#[N:21])[C:22]#[N:23].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]1([CH3:8])[CH2:9][C:14]([C:12]([NH:11][CH3:10])=[O:13])([C:15]#[N:16])[N:17]([CH3:18])[C:19]1([C:20]#[N:21])[C:22]#[N:23],[CH3:10][NH:11][C:12](=[O:13])[C:14]([C:15]#[N:16])=[N+:17]([CH3:18])[C-:19]([CH3:20])[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1.[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]1([CH3:3])[CH:4](/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9])[C:14]([C:12]([NH:11][CH3:10])=[O:13])([C:15]#[N:16])[N:17]([CH3:18])[C:19]1([CH3:20])[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1
4878,5548,*[N+]([H])=C(C([H])([H])[H])C([H])([H])[H],*[O+]=C([H])c1c([H])c([H])c([H])c([H])c1[H],29.87304068926344,7.0742028377510495,-22.798837851512392,*[C-](C#N)c1c([H])c([H])c([H])c([H])c1[H].CN1C=CCC(C(N)=O)=C1|water|298.15,[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10].[CH3:11][C:12]([CH3:13])=[NH+:14][C-:15]([C:16]#[N:17])[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1>>[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[C@H:6]2[C@:7]1([C:8]([NH2:9])=[O:10])[C:12]([CH3:11])([CH3:13])[NH:14][C:15]2([C:16]#[N:17])[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1,[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10].[N:11]#[C:12][C-:13]([O+:14]=[CH:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1>>[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[C@H:6]2[C@:7]1([C:8]([NH2:9])=[O:10])[CH:15]([c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[O:14][C:13]2([C:12]#[N:11])[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1
5753,5959,*[N+]#CC(=O)OC([H])([H])[H],*[N+]([H])=C(C(=O)OC([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H],20.85560047330473,43.50024983496498,22.644649361660253,*[C-](c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H].CN1C=CCC(C(N)=O)=C1|water|298.15,[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10].[CH3:11][O:12][C:13](=[O:14])[C:15]#[N+:16][C-:17]([c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1)[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1>>[CH2:1]1[C@@H:2]2[C@H:3]([N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10])[C:15]([C:13]([O:12][CH3:11])=[O:14])=[N:16][C:17]2([c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1)[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1,[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10].[CH3:11][O:12][C:13](=[O:14])[C:15](=[NH+:16][C-:17]([c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1)[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1)[c:30]1[cH:31][cH:32][cH:33][cH:34][cH:35]1>>[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[C@H:6]2[C@:7]1([C:8]([NH2:9])=[O:10])[C:15]([C:13]([O:12][CH3:11])=[O:14])([c:30]1[cH:31][cH:32][cH:33][cH:34][cH:35]1)[NH:16][C:17]2([c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1)[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1
4557,4147,*[N+]#CC#N,*[N+]#N,12.146173045846028,34.74769859396894,22.601525548122915,*[C-](C(=O)N([H])C([H])([H])[H])C(=O)C([H])([H])[H].C=C(C)/C=C/C=C(C)C|water|298.15,[CH3:10][NH:11][C:12](=[O:13])[C-:14]([N+:15]#[C:16][C:17]#[N:18])[C:19]([CH3:20])=[O:21].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4][C@H:5]1[C@H:6]([C:7]([CH3:8])=[CH2:9])[C:16]([C:17]#[N:18])=[N:15][C:14]1([C:12]([NH:11][CH3:10])=[O:13])[C:19]([CH3:20])=[O:21],[CH3:10][NH:11][C:12](=[O:13])[C-:14]([N+:15]#[N:16])[C:17]([CH3:18])=[O:19].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]1([CH3:8])[CH2:9][C:14]([C:12]([NH:11][CH3:10])=[O:13])([C:17]([CH3:18])=[O:19])[N:15]=[N:16]1
4713,5881,*[N+]#C[H],*[N+]([H])=C(C(=O)OC([H])([H])[H])C(=O)OC([H])([H])[H],10.012997462849697,32.57442563420564,22.561428171355942,*[C-](C(=O)OC([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].C=C(C)/C=C/C=C(C)C|water|298.15,[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9].[CH:10]#[N+:11][C-:12]([C:13](=[O:14])[O:15][CH3:16])[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1>>[CH3:1][C:2]([CH3:3])=[CH:4][C@H:5]1[C@H:6]([C:7]([CH3:8])=[CH2:9])[CH:10]=[N:11][C:12]1([C:13](=[O:14])[O:15][CH3:16])[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,[CH3:10][O:11][C:12](=[O:13])[C:14](=[NH+:15][C-:16]([C:17](=[O:18])[O:19][CH3:20])[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[C:27](=[O:28])[O:29][CH3:30].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]1([CH3:3])[CH:4](/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9])[C:14]([C:12]([O:11][CH3:10])=[O:13])([C:27](=[O:28])[O:29][CH3:30])[NH:15][C:16]1([C:17](=[O:18])[O:19][CH3:20])[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1
5749,4567,*[C-](C(=O)OC([H])([H])[H])C(=O)C([H])([H])[H],*[N-][H],57.12875508071559,34.620456310222046,-22.508298770493546,*[N+](=C(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H])C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|water|298.15,[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10].[CH3:11][O:12][C:13](=[O:14])[C-:15]([C:16]([CH3:17])=[O:18])[N+:19]([CH3:20])=[C:21]([CH3:22])[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1>>[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[C@H:6]2[C@:7]1([C:8]([NH2:9])=[O:10])[C:15]([C:13]([O:12][CH3:11])=[O:14])([C:16]([CH3:17])=[O:18])[N:19]([CH3:20])[C:21]2([CH3:22])[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1,[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10].[CH3:11][C:12]([c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)=[N+:19]([CH3:20])[NH-:21]>>[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[C@H:6]2[C@:7]1([C:8]([NH2:9])=[O:10])[NH:21][N:19]([CH3:20])[C:12]2([CH3:11])[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1
