reaction_id,family,quality_flag,failure_reason,detail
dipolar_000669,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_000684,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_000714,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_000716,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_000734,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_000741,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_000761,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_000790,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_000794,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_000817,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_000819,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_000858,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_000873,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_000877,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_000945,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_000950,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_000966,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_000967,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_000982,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001000,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001011,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001094,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001111,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001116,dipolar,failed,scf_not_converged,c4_fragA_opt=not_converged
dipolar_001120,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001156,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001158,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001177,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001223,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001247,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001265,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001275,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001279,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001302,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001317,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001326,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001337,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001362,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001366,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001367,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001381,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001396,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001417,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001424,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001454,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001455,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001464,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001487,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001499,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001517,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001518,dipolar,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c4_fragA_opt,c5_fragB_opt"
dipolar_001925,dipolar,failed,failed_step,c4_fragA_opt=failed
dipolar_002441,dipolar,failed,failed_step,c4_fragA_opt=failed
dipolar_002587,dipolar,failed,failed_step,c4_fragA_opt=failed
dipolar_002723,dipolar,failed,no_status_file,
dipolar_002729,dipolar,failed,no_status_file,
dipolar_002741,dipolar,failed,no_status_file,
dipolar_002749,dipolar,failed,no_status_file,
dipolar_002765,dipolar,failed,no_status_file,
dipolar_002776,dipolar,failed,no_status_file,
dipolar_002782,dipolar,failed,no_status_file,
dipolar_002792,dipolar,failed,no_status_file,
dipolar_002797,dipolar,failed,no_status_file,
dipolar_002799,dipolar,failed,no_status_file,
dipolar_002813,dipolar,failed,no_status_file,
dipolar_002814,dipolar,failed,no_status_file,
dipolar_002823,dipolar,failed,no_status_file,
dipolar_002830,dipolar,failed,no_status_file,
dipolar_002833,dipolar,failed,no_status_file,
dipolar_002840,dipolar,failed,no_status_file,
dipolar_002848,dipolar,failed,no_status_file,
dipolar_002854,dipolar,failed,no_status_file,
dipolar_002866,dipolar,failed,no_status_file,
dipolar_002880,dipolar,failed,no_status_file,
dipolar_002882,dipolar,failed,no_status_file,
dipolar_002884,dipolar,failed,no_status_file,
dipolar_002917,dipolar,failed,no_status_file,
dipolar_002918,dipolar,failed,no_status_file,
dipolar_002921,dipolar,failed,no_status_file,
dipolar_002925,dipolar,failed,no_status_file,
dipolar_002926,dipolar,failed,no_status_file,
dipolar_002927,dipolar,failed,no_status_file,
dipolar_002928,dipolar,failed,no_status_file,
dipolar_002930,dipolar,failed,no_status_file,
dipolar_002947,dipolar,failed,no_status_file,
dipolar_002953,dipolar,failed,no_status_file,
dipolar_002979,dipolar,failed,no_status_file,
dipolar_002980,dipolar,failed,no_status_file,
dipolar_002981,dipolar,failed,no_status_file,
dipolar_002990,dipolar,failed,no_status_file,
dipolar_002994,dipolar,failed,no_status_file,
dipolar_003037,dipolar,failed,no_status_file,
dipolar_003047,dipolar,failed,no_status_file,
dipolar_003048,dipolar,failed,no_status_file,
dipolar_003049,dipolar,failed,no_status_file,
dipolar_003054,dipolar,failed,no_status_file,
dipolar_003056,dipolar,failed,no_status_file,
dipolar_003061,dipolar,failed,no_status_file,
dipolar_003064,dipolar,failed,no_status_file,
dipolar_003068,dipolar,failed,no_status_file,
dipolar_003087,dipolar,failed,no_status_file,
dipolar_003101,dipolar,failed,no_status_file,
dipolar_003108,dipolar,failed,no_status_file,
dipolar_003125,dipolar,failed,no_status_file,
dipolar_003141,dipolar,failed,no_status_file,
dipolar_003147,dipolar,failed,no_status_file,
dipolar_003156,dipolar,failed,no_status_file,
dipolar_003180,dipolar,failed,no_status_file,
dipolar_003184,dipolar,failed,no_status_file,
dipolar_003190,dipolar,failed,no_status_file,
dipolar_003208,dipolar,failed,no_status_file,
dipolar_003209,dipolar,failed,no_status_file,
dipolar_003214,dipolar,failed,no_status_file,
dipolar_003621,dipolar,failed,no_status_file,
dipolar_003894,dipolar,failed,no_status_file,
dipolar_004145,dipolar,failed,no_status_file,
dipolar_004168,dipolar,failed,no_status_file,
dipolar_004428,dipolar,failed,no_status_file,
dipolar_004631,dipolar,failed,no_status_file,
dipolar_005005,dipolar,failed,no_status_file,
dipolar_005030,dipolar,failed,no_status_file,
dipolar_005072,dipolar,failed,no_status_file,
dipolar_005081,dipolar,failed,no_status_file,
dipolar_005104,dipolar,failed,no_status_file,
dipolar_005454,dipolar,failed,no_status_file,
dipolar_005455,dipolar,failed,no_status_file,
dipolar_005473,dipolar,failed,no_status_file,
dipolar_005486,dipolar,failed,no_status_file,
dipolar_005509,dipolar,failed,no_status_file,
dipolar_005551,dipolar,failed,no_status_file,
dipolar_005557,dipolar,failed,no_status_file,
dipolar_005700,dipolar,failed,no_status_file,
dipolar_005729,dipolar,failed,no_status_file,
dipolar_005734,dipolar,failed,no_status_file,
dipolar_005745,dipolar,failed,no_status_file,
dipolar_005862,dipolar,failed,no_status_file,
dipolar_005871,dipolar,failed,no_status_file,
dipolar_005926,dipolar,failed,no_status_file,
qmrxn20_e2_A_A_A_A_B_C,qmrxn20_e2,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c5_fragB_opt"
qmrxn20_e2_A_A_A_D_A_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_A_A_E_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_A_C_A_B_A,qmrxn20_e2,failed,no_output_file,"missing=c1_fragA_ts,c2_fragB_ts,c3_eda,c5_fragB_opt"
qmrxn20_e2_A_A_C_D_C_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_A_C_E_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_A_C_E_C_D,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_A_E_A_A_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_A_E_B_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_A_E_B_B_D,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_A_E_D_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_B_A_A_C_C,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_B_A_D_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_B_A_D_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_B_A_E_B_D,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_B_A_E_C_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_B_A_E_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_B_B_A_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_B_B_E_C_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_B_C_A_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_B_C_A_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_B_C_D_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_B_C_E_C_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_B_D_D_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_B_D_E_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_B_E_A_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_B_E_A_C_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_B_E_A_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_B_E_E_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_C_A_A_C_D,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_C_A_C_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_C_A_C_C_D,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_C_A_E_C_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_C_A_E_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_C_B_E_C_D,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_C_C_B_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_C_D_A_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_C_D_A_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_C_D_E_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_C_D_E_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_C_D_E_C_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_C_E_A_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_C_E_C_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_C_E_E_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_D_A_D_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_D_B_E_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_D_B_E_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_D_D_C_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_D_D_D_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_D_D_E_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_D_E_B_B_C,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_D_E_C_C_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_D_E_C_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_D_E_E_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_E_A_B_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_E_A_C_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_E_A_C_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_E_A_C_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_E_A_E_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_E_A_E_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_E_B_A_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_E_B_D_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_E_C_D_A_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_E_D_B_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_E_D_E_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_E_E_B_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_E_E_C_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_A_E_E_E_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_A_A_A_A_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_A_A_C_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_A_B_E_C_C,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_A_C_B_A_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_A_D_B_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_A_D_C_C_C,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_A_D_E_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_A_E_D_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_A_E_E_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_B_A_E_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_B_A_E_C_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_B_D_A_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_B_D_E_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_B_E_D_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_B_E_E_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_C_A_A_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_C_A_D_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_C_A_E_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_C_A_E_C_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_C_D_A_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_C_D_E_C_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_C_D_E_C_C,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_C_E_A_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_C_E_A_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_C_E_A_C_D,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_C_E_D_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_C_E_E_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_D_A_A_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_D_A_A_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_D_A_A_C_D,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_D_A_D_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_D_A_D_B_C,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_D_A_E_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_D_A_E_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_D_B_E_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_D_D_A_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_D_D_A_C_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_D_D_D_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_D_D_E_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_D_D_E_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_D_D_E_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_D_E_B_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_D_E_D_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_D_E_E_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_D_E_E_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_E_A_A_C_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_E_A_C_C_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_E_A_D_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_E_A_D_B_C,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_E_A_D_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_E_A_E_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_E_B_A_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_E_C_A_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_E_C_D_C_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_E_D_A_C_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_E_D_C_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_E_D_C_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_E_D_D_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_E_D_D_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_E_E_A_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_E_E_B_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_E_E_C_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_E_E_D_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_E_E_D_B_C,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_E_E_E_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_B_E_E_E_C_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_A_A_E_B_C,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_A_B_D_A_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_A_C_C_A_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_A_C_E_C_C,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_A_D_C_B_C,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_A_E_E_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_B_A_A_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_B_A_D_A_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_B_B_A_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_B_C_A_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_B_C_A_B_C,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_B_C_E_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_B_D_E_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_B_D_E_B_D,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_C_A_D_A_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_C_A_E_B_B,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_C_B_B_B_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_C_C_D_B_C,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_C_C_D_C_C,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_C_D_B_A_A,qmrxn20_e2,failed,no_status_file,
qmrxn20_e2_C_C_D_D_B_B,qmrxn20_e2,failed,no_status_file,
